gen,time
0,120.39887261390686
1,82.42828965187073
2,180.06968903541565
3,212.86709642410278
4,133.78109788894653
5,99.12788319587708
6,160.5583417415619
7,143.25650358200073
8,115.38792872428894
9,136.46766996383667
10,175.4639608860016
11,168.84909868240356
12,589.059761762619
13,138.7243776321411
14,551.7486832141876
15,234.91403722763062
16,273.88129019737244
17,288.8567280769348
18,220.66249084472656
19,245.06290221214294
