gen,usage
0,349.76953125
1,349.76953125
2,349.76953125
3,349.76953125
4,349.76953125
5,349.76953125
6,349.76953125
7,349.76953125
8,351.39453125
9,351.39453125
10,356.05859375
11,356.05859375
12,356.06640625
13,356.06640625
14,356.06640625
15,356.06640625
16,356.06640625
17,356.06640625
18,371.90625
19,371.90625
