gen,usage
0,385.0
1,385.00390625
2,385.00390625
3,385.00390625
4,385.00390625
5,385.00390625
6,393.77734375
7,393.77734375
8,385.00390625
9,395.6328125
10,385.00390625
11,393.77734375
12,393.77734375
13,393.77734375
14,393.77734375
15,393.77734375
16,393.77734375
17,393.77734375
18,393.77734375
19,393.77734375
