gen,time
0,148.16834568977356
1,133.674569606781
2,259.28347182273865
3,545.5847887992859
4,703.3228352069855
5,554.2995617389679
6,479.9551103115082
7,372.20609617233276
8,557.732542514801
9,1037.9209311008453
10,430.64558935165405
11,394.7961075305939
12,295.3494737148285
13,188.6452920436859
14,338.26190543174744
15,181.7913134098053
16,467.57463121414185
17,161.4901294708252
18,161.87382626533508
19,213.2551634311676
