pipeline,cv_score,generation,holdout_score,holdout_roc_auc_score
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,0,0.7104776579352851,0.7993836671802774
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,1,0.7104776579352851,0.7993836671802774
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,2,0.7104776579352851,0.7993836671802774
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,3,0.7104776579352851,0.7993836671802774
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,4,0.7104776579352851,0.7993836671802774
"MultinomialNB(GradientBoostingClassifier(input_matrix, GradientBoostingClassifier__learning_rate=0.5, GradientBoostingClassifier__max_depth=1, GradientBoostingClassifier__max_features=0.1, GradientBoostingClassifier__min_samples_leaf=17, GradientBoostingClassifier__min_samples_split=13, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.3), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.790870894479385,4,0.7352850539291218,0.8024653312788906
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,5,0.7104776579352851,0.7993836671802774
"MultinomialNB(GradientBoostingClassifier(input_matrix, GradientBoostingClassifier__learning_rate=0.5, GradientBoostingClassifier__max_depth=1, GradientBoostingClassifier__max_features=0.1, GradientBoostingClassifier__min_samples_leaf=17, GradientBoostingClassifier__min_samples_split=13, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.3), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.790870894479385,5,0.7114535182331793,0.7871597329224448
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,6,0.7104776579352851,0.7993836671802774
"MultinomialNB(GradientBoostingClassifier(input_matrix, GradientBoostingClassifier__learning_rate=0.5, GradientBoostingClassifier__max_depth=1, GradientBoostingClassifier__max_features=0.1, GradientBoostingClassifier__min_samples_leaf=17, GradientBoostingClassifier__min_samples_split=13, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.3), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.790870894479385,6,0.7261941448382127,0.7821263482280432
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,7,0.7104776579352851,0.7993836671802774
"MultinomialNB(GradientBoostingClassifier(input_matrix, GradientBoostingClassifier__learning_rate=0.5, GradientBoostingClassifier__max_depth=1, GradientBoostingClassifier__max_features=0.1, GradientBoostingClassifier__min_samples_leaf=17, GradientBoostingClassifier__min_samples_split=13, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.3), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.790870894479385,7,0.6960965588084231,0.7861325115562404
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,8,0.7104776579352851,0.7993836671802774
"MultinomialNB(GradientBoostingClassifier(input_matrix, GradientBoostingClassifier__learning_rate=0.5, GradientBoostingClassifier__max_depth=1, GradientBoostingClassifier__max_features=0.1, GradientBoostingClassifier__min_samples_leaf=17, GradientBoostingClassifier__min_samples_split=13, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.3), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.790870894479385,8,0.7387262455059065,0.7998972778633795
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,9,0.7104776579352851,0.7993836671802774
"MultinomialNB(GradientBoostingClassifier(input_matrix, GradientBoostingClassifier__learning_rate=0.5, GradientBoostingClassifier__max_depth=1, GradientBoostingClassifier__max_features=0.1, GradientBoostingClassifier__min_samples_leaf=17, GradientBoostingClassifier__min_samples_split=13, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.3), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.790870894479385,9,0.7064201335387776,0.7758602978941962
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,10,0.7104776579352851,0.7993836671802774
"MultinomialNB(GradientBoostingClassifier(input_matrix, GradientBoostingClassifier__learning_rate=0.5, GradientBoostingClassifier__max_depth=1, GradientBoostingClassifier__max_features=0.1, GradientBoostingClassifier__min_samples_leaf=17, GradientBoostingClassifier__min_samples_split=13, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.3), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.790870894479385,10,0.7142783769902414,0.7923985618900874
"MultinomialNB(DecisionTreeClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.01, MLPClassifier__learning_rate_init=0.01), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=2, DecisionTreeClassifier__min_samples_leaf=15, DecisionTreeClassifier__min_samples_split=7), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.793498427672956,10,0.7340523882896764,0.8139702105803801
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,11,0.7104776579352851,0.7993836671802774
"MultinomialNB(RandomForestClassifier(input_matrix, RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=entropy, RandomForestClassifier__max_features=0.2, RandomForestClassifier__min_samples_leaf=15, RandomForestClassifier__min_samples_split=4, RandomForestClassifier__n_estimators=100), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7916282320055906,11,0.7070364663585003,0.800924499229584
"MultinomialNB(DecisionTreeClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.01, MLPClassifier__learning_rate_init=0.01), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=2, DecisionTreeClassifier__min_samples_leaf=15, DecisionTreeClassifier__min_samples_split=7), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.793498427672956,11,0.7647663071391886,0.8168464304057524
"MultinomialNB(PolynomialFeatures(SelectFwe(VarianceThreshold(input_matrix, VarianceThreshold__threshold=0.05), SelectFwe__alpha=0.044), PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7974659329140461,11,0.706060606060606,0.7691833590138675
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,12,0.7104776579352851,0.7993836671802774
"MultinomialNB(RandomForestClassifier(input_matrix, RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=entropy, RandomForestClassifier__max_features=0.2, RandomForestClassifier__min_samples_leaf=15, RandomForestClassifier__min_samples_split=4, RandomForestClassifier__n_estimators=100), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7916282320055906,12,0.7070364663585003,0.802568053415511
"MultinomialNB(PolynomialFeatures(SelectFwe(input_matrix, SelectFwe__alpha=0.044), PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7990229734451432,12,0.7179763739085774,0.7715459681561376
"MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)",0.7805105695317959,13,0.7104776579352851,0.7993836671802774
