gen,usage
0,422.6328125
1,422.6328125
2,417.90625
3,417.90625
4,417.90625
5,417.90625
6,398.62890625
7,398.14453125
8,451.03515625
9,451.03515625
10,410.484375
11,446.375
12,423.26953125
13,397.953125
14,398.01171875
15,445.33984375
16,398.14453125
17,427.05078125
18,443.265625
19,389.97265625
20,443.265625
21,422.5859375
22,443.79296875
23,441.265625
24,395.765625
25,441.265625
26,411.65625
27,395.765625
28,436.3984375
29,436.3984375
30,441.71484375
31,395.765625
32,418.5703125
33,393.4921875
34,393.6875
35,393.6875
36,394.21484375
37,394.21484375
38,394.546875
39,393.890625
40,394.546875
41,442.2890625
42,412.3046875
43,436.48828125
44,436.48828125
45,436.48828125
46,436.48828125
47,436.48828125
48,436.48828125
49,436.48828125
50,421.9140625
51,421.9140625
52,406.140625
53,407.46484375
54,429.19921875
55,421.75
56,421.75
57,421.75
58,421.9140625
59,421.546875
60,422.87109375
61,422.50390625
62,419.515625
63,436.3984375
64,447.1640625
65,447.1640625
66,422.2734375
67,418.36328125
68,421.9140625
69,397.09765625
70,419.515625
71,419.515625
72,419.515625
73,393.1640625
74,418.48046875
75,418.48046875
76,397.88671875
77,418.3125
78,421.9140625
79,421.9140625
80,421.9140625
81,393.80078125
82,418.4296875
83,418.4375
84,418.4375
85,436.98828125
86,436.95703125
87,394.5390625
88,396.31640625
89,398.7265625
90,399.70703125
91,399.51953125
92,418.7109375
93,400.11328125
94,400.11328125
95,433.2890625
96,398.95703125
97,400.66796875
98,404.34765625
99,399.91015625
100,416.44140625
