gen,usage
0,372.296875
1,372.91796875
2,358.76171875
3,361.98046875
4,386.26953125
5,374.265625
6,360.26953125
7,360.140625
8,387.01953125
9,387.16015625
10,360.625
11,367.26171875
12,360.91796875
13,392.05859375
14,376.37109375
15,377.734375
16,389.546875
17,394.84375
18,404.97265625
19,356.5703125
20,362.39453125
21,362.4140625
22,376.65625
23,365.6953125
24,385.125
25,359.51171875
26,410.9765625
27,410.98046875
28,364.83203125
29,382.91796875
30,373.5
31,359.18359375
32,365.82421875
33,365.20703125
34,365.8984375
35,404.12109375
36,404.21484375
37,404.41015625
38,398.84765625
39,399.00390625
40,411.2578125
41,411.27734375
42,405.34765625
43,405.40234375
44,366.1484375
45,366.15625
46,366.1640625
47,409.12890625
48,409.265625
49,409.26953125
50,366.74609375
51,367.75
52,409.0234375
53,409.10546875
54,409.30078125
55,409.7890625
56,409.796875
57,367.1796875
58,368.46484375
59,392.17578125
60,368.58203125
61,367.4765625
62,371.58984375
63,372.1171875
64,372.2265625
65,369.4296875
66,369.53515625
67,415.91796875
68,415.9921875
69,416.078125
70,416.078125
71,416.140625
72,393.55859375
73,365.34375
74,368.57421875
75,370.140625
76,370.6015625
77,370.8671875
78,379.81640625
79,368.828125
80,395.0
81,395.02734375
82,375.90234375
83,366.92578125
84,371.42578125
85,391.34765625
86,391.60546875
87,409.91015625
88,369.23046875
89,374.390625
90,371.21875
91,394.71875
92,394.73046875
93,380.0
94,381.41796875
95,416.4921875
96,373.54296875
97,372.9453125
98,382.9296875
99,395.0625
100,394.9765625
