gen,time
0,282.39854168891907
1,207.47015523910522
2,217.102867603302
3,208.58719778060913
4,252.32908487319946
5,478.9734239578247
6,161.3739264011383
7,488.4372179508209
8,171.3165910243988
9,205.4510622024536
10,203.29295182228088
11,262.4859127998352
12,145.04985189437866
13,519.175304889679
14,153.27535438537598
15,238.8392083644867
16,197.6035339832306
17,222.8830771446228
18,158.7930543422699
19,224.02093768119812
20,196.50468230247498
21,181.37204122543335
22,207.7065691947937
23,217.1654670238495
24,206.57543897628784
25,275.0753028392792
26,161.2783818244934
27,290.15267634391785
28,348.85704922676086
29,219.06308841705322
30,246.48820662498474
31,338.46854305267334
32,181.7353799343109
33,230.1707968711853
34,268.18787717819214
35,571.1026513576508
36,275.7931160926819
37,225.74229741096497
38,278.59178948402405
39,373.0866141319275
40,191.45084285736084
41,259.08944153785706
42,296.23751616477966
43,407.93768310546875
44,194.85513186454773
45,177.74288487434387
46,202.70087265968323
47,225.73840236663818
48,227.0894205570221
49,349.65603733062744
50,245.74037313461304
51,359.7149465084076
52,321.3399176597595
53,295.86190390586853
54,296.5779962539673
55,351.22530484199524
56,249.4977970123291
57,284.46962809562683
58,269.6995961666107
59,367.25214099884033
60,301.7477045059204
61,284.73648619651794
62,254.32407450675964
63,311.4639422893524
64,262.2409842014313
65,317.91852259635925
66,270.4829947948456
67,236.19588494300842
68,214.28421092033386
69,189.5823917388916
70,176.1099395751953
71,313.52858424186707
72,274.2408199310303
73,620.4952986240387
74,196.96611714363098
75,236.65387868881226
76,285.61909222602844
77,247.27648854255676
78,320.0936110019684
79,259.7376959323883
80,280.0365595817566
81,291.21618008613586
82,289.9671974182129
83,276.26070523262024
84,182.68510270118713
85,266.3277518749237
86,210.38923859596252
87,280.3775243759155
88,267.82488989830017
89,284.07003927230835
90,255.9509129524231
91,184.22447609901428
92,319.9866545200348
93,189.65867567062378
94,215.6631989479065
95,356.766827583313
96,418.75484466552734
97,128.35245776176453
98,286.10783100128174
99,247.64412808418274
100,311.62298679351807
