gen,usage
0,498.88671875
1,498.88671875
2,498.88671875
3,498.88671875
4,498.88671875
5,431.1015625
6,469.765625
7,469.765625
8,469.765625
9,469.765625
10,431.1015625
11,431.1015625
12,456.6328125
13,456.6328125
14,431.1015625
15,431.1015625
16,457.59375
17,457.59375
18,457.59375
19,457.59375
20,456.0234375
21,456.06640625
22,456.06640625
23,431.06640625
24,456.015625
25,434.54296875
26,492.19140625
27,430.53515625
28,430.53515625
29,430.53515625
30,455.53515625
31,439.0234375
32,488.58984375
33,492.046875
34,455.53515625
35,430.53515625
36,430.53515625
37,430.53515625
38,430.53515625
39,492.046875
40,492.046875
41,457.02734375
42,492.046875
43,430.53515625
44,492.046875
45,492.046875
46,430.53515625
47,492.046875
48,492.046875
49,492.046875
50,430.53515625
51,492.046875
52,424.53515625
53,423.9140625
54,425.80078125
55,434.66015625
56,423.9140625
57,424.22265625
58,423.9140625
59,424.53515625
60,424.53515625
61,423.9140625
62,448.05859375
63,423.9140625
64,425.80078125
65,423.9140625
66,427.78125
67,426.44140625
68,427.91015625
69,424.53515625
70,424.53515625
71,424.53515625
72,399.48046875
73,425.80078125
74,425.9296875
75,425.80078125
76,430.984375
77,426.44140625
78,425.82421875
79,424.53515625
80,396.91796875
81,399.56640625
82,423.9140625
83,399.19921875
84,425.80078125
85,430.63671875
86,423.9140625
87,442.14453125
88,423.9140625
89,425.80078125
90,402.171875
91,434.3125
92,427.09375
93,441.34375
94,425.84765625
95,429.578125
96,426.98046875
97,405.31640625
98,429.5859375
99,430.20703125
100,425.8125
