gen,usage
0,425.7734375
1,425.7734375
2,425.7734375
3,425.7734375
4,423.19921875
5,423.87109375
6,423.87109375
7,425.0234375
8,425.0234375
9,394.82421875
10,412.6484375
11,439.7421875
12,439.7421875
13,439.7421875
14,439.7421875
15,393.01953125
16,440.2265625
17,440.2265625
18,444.62109375
19,444.62109375
20,430.66015625
21,417.1953125
22,417.1953125
23,434.2265625
24,434.2265625
25,391.515625
26,442.80859375
27,397.55078125
28,417.3359375
29,451.6015625
30,401.4453125
31,396.72265625
32,445.55859375
33,445.55859375
34,445.55859375
35,445.55859375
36,450.81640625
37,450.81640625
38,403.9140625
39,402.00390625
40,424.66015625
41,406.19140625
42,409.25
43,406.5234375
44,406.953125
45,407.6015625
46,404.2734375
47,402.12109375
48,402.12109375
49,441.88671875
50,404.30078125
51,431.51171875
52,401.0078125
53,414.359375
54,425.328125
55,405.671875
56,416.26171875
57,439.59765625
58,404.2109375
59,455.96484375
60,452.09765625
61,454.41796875
62,456.24609375
63,463.3203125
64,473.953125
65,453.52734375
66,464.359375
67,463.4296875
68,452.22265625
69,458.8359375
70,474.84375
71,452.22265625
72,463.4296875
73,456.24609375
74,453.7734375
75,474.90625
76,451.8671875
77,451.015625
78,482.57421875
79,451.75
80,453.51953125
81,490.68359375
82,464.96484375
83,449.29296875
84,447.76171875
85,453.51171875
86,455.03125
87,451.69921875
88,450.5234375
89,454.24609375
90,453.51953125
91,451.01953125
92,492.07421875
93,463.4453125
94,499.91015625
95,481.65625
96,495.4140625
97,496.0078125
98,479.89453125
99,495.44140625
100,452.22265625
