gen,time
0,388.32470536231995
1,273.38141655921936
2,146.38198494911194
3,98.72469973564148
4,138.72997665405273
5,152.90367531776428
6,61.92728877067566
7,77.45578384399414
8,75.6209647655487
9,45.2423996925354
10,67.53192806243896
11,61.837774991989136
12,103.58990859985352
13,71.06168746948242
14,71.51846528053284
15,129.19586896896362
16,96.77798891067505
17,79.70034790039062
18,95.4010066986084
19,134.16779112815857
20,118.78807377815247
21,148.36889004707336
22,113.02408719062805
23,98.00268459320068
24,56.29195857048035
25,136.28376507759094
26,166.2247121334076
27,67.64819169044495
28,81.31758189201355
29,120.58752918243408
30,101.93333578109741
31,86.83129072189331
32,187.95453000068665
33,76.46157479286194
34,109.9089629650116
35,71.61875700950623
36,116.13997507095337
37,66.11715602874756
38,40.88941478729248
39,58.18343496322632
40,61.16650629043579
41,60.724031925201416
42,65.70770812034607
43,59.01433539390564
44,392.19268465042114
45,90.16749596595764
46,351.7026319503784
47,75.39738154411316
48,83.41247630119324
49,129.09070825576782
50,88.86850214004517
51,54.538151264190674
52,199.1721329689026
53,181.7518765926361
54,231.0577998161316
55,98.32828330993652
56,131.85550236701965
57,157.04637789726257
58,138.2564570903778
59,91.0594174861908
60,125.77013897895813
61,95.97884368896484
62,115.15517449378967
63,134.55448651313782
64,77.88837027549744
65,92.85817670822144
66,115.27190089225769
67,99.47881746292114
68,492.7821047306061
69,285.372433423996
70,74.53671646118164
71,185.86631107330322
72,134.81350469589233
73,118.8840913772583
74,113.22707343101501
75,302.75483441352844
76,84.74979424476624
77,100.78093457221985
78,141.7871949672699
79,198.83060765266418
80,134.27934432029724
81,152.36673736572266
82,121.79610276222229
83,95.967280626297
84,90.68088269233704
85,141.75337767601013
86,121.8530683517456
87,238.97738695144653
88,263.92402267456055
89,133.11688590049744
90,55.50113582611084
91,85.25558137893677
92,217.36952447891235
93,221.04375743865967
94,451.32221961021423
95,153.7317397594452
96,543.7050535678864
97,99.99624490737915
98,107.64008712768555
99,180.30854725837708
100,147.92975544929504
