gen,usage
0,484.60546875
1,452.87109375
2,500.30859375
3,500.30859375
4,472.046875
5,458.12890625
6,484.546875
7,500.30859375
8,459.61328125
9,456.70703125
10,456.70703125
11,469.39453125
12,444.140625
13,449.875
14,452.8671875
15,481.26171875
16,497.40625
17,497.40625
18,497.40625
19,452.3125
20,452.3125
21,497.40625
22,452.8671875
23,452.8671875
24,446.5
25,472.16796875
26,452.8671875
27,452.4765625
28,494.74609375
29,494.74609375
30,494.74609375
31,446.8671875
32,451.99609375
33,477.4921875
34,500.54296875
35,500.54296875
36,500.54296875
37,500.54296875
38,500.54296875
39,500.54296875
40,449.32421875
41,481.28515625
42,481.28515625
43,494.74609375
44,494.74609375
45,494.74609375
46,466.1875
47,466.1875
48,472.06640625
49,500.54296875
50,500.54296875
51,453.3125
52,454.8203125
53,446.9453125
54,448.37890625
55,478.7578125
56,478.7578125
57,478.7578125
58,494.74609375
59,447.8828125
60,452.71484375
61,450.015625
62,451.95703125
63,468.77734375
64,468.77734375
65,468.77734375
66,470.6328125
67,495.71484375
68,495.71484375
69,481.28515625
70,481.28515625
71,455.12890625
72,455.63671875
73,453.1953125
74,470.6328125
75,453.20703125
76,476.87109375
77,480.4375
78,477.3515625
79,476.87109375
80,496.1953125
81,494.74609375
82,456.09375
83,456.09375
84,476.87109375
85,452.8671875
86,480.4375
87,480.4375
88,480.4375
89,453.1953125
90,476.87109375
91,476.87109375
92,457.0625
93,480.4375
94,480.4375
95,458.99609375
96,476.87109375
97,453.375
98,480.4375
99,480.4375
100,488.08984375
