gen,usage
0,448.046875
1,448.046875
2,453.7890625
3,394.28515625
4,452.609375
5,447.94921875
6,402.484375
7,423.109375
8,399.71875
9,399.8046875
10,454.23046875
11,450.1796875
12,445.90625
13,449.265625
14,400.23828125
15,414.44921875
16,401.09765625
17,401.7734375
18,444.68359375
19,439.84765625
20,436.26171875
21,435.78125
22,435.765625
23,435.7421875
24,435.7421875
25,431.76953125
26,425.703125
27,423.8359375
28,422.73046875
29,421.453125
30,421.296875
31,420.98046875
32,416.44140625
33,414.859375
34,413.171875
35,411.78515625
36,411.6484375
37,411.6484375
38,411.6015625
39,411.40625
40,361.0078125
41,359.78125
42,404.43359375
43,358.18359375
44,409.98046875
45,349.59765625
46,350.05859375
47,360.99609375
48,366.328125
49,341.92578125
50,380.94140625
51,359.40625
52,356.03515625
53,367.5078125
54,373.80078125
55,324.0078125
56,294.6015625
57,287.796875
58,273.2265625
59,302.421875
60,303.52734375
61,308.02734375
62,260.94921875
63,227.89453125
64,247.84375
65,203.03515625
66,204.05859375
67,235.28125
68,202.6328125
69,191.40625
70,196.83203125
71,199.78125
72,198.7890625
73,230.98046875
74,203.64453125
75,197.0703125
76,228.46875
77,198.8125
78,198.86328125
79,228.46875
80,228.48828125
81,189.359375
82,195.0078125
83,232.98046875
84,232.984375
85,210.8515625
86,210.85546875
87,193.71875
88,210.75
89,210.8046875
90,192.87890625
91,186.328125
92,198.2265625
93,210.73828125
94,201.79296875
95,183.41015625
96,195.10546875
97,194.8046875
98,187.38671875
99,197.0859375
100,192.9375
