gen,usage
0,272.58984375
1,265.93359375
2,234.5078125
3,272.61328125
4,269.88671875
5,269.8828125
6,269.33984375
7,266.5390625
8,265.6640625
9,245.74609375
10,269.39453125
11,219.01953125
12,269.8203125
13,268.56640625
14,248.0859375
15,247.1875
16,247.34765625
17,247.359375
18,214.2578125
19,214.27734375
20,240.78125
21,240.79296875
22,240.8046875
23,240.80859375
24,240.8203125
25,271.05859375
26,271.05859375
27,271.0703125
28,271.08203125
29,271.08203125
30,271.0859375
31,240.98046875
32,240.98046875
33,240.6328125
34,250.74609375
35,250.7734375
36,250.73046875
37,239.49609375
38,239.33203125
39,240.0234375
40,238.68359375
41,238.49609375
42,211.7421875
43,229.09765625
44,229.1484375
45,236.6875
46,236.5546875
47,236.52734375
48,211.56640625
49,263.14453125
50,263.08203125
51,263.0859375
52,263.0859375
53,263.0859375
54,263.015625
55,249.0078125
56,249.01953125
57,249.0234375
58,249.0234375
59,249.0234375
60,249.03515625
61,249.015625
62,249.015625
63,249.015625
64,211.45703125
65,211.4609375
66,262.06640625
67,262.078125
68,262.078125
69,262.078125
70,262.078125
71,211.47265625
72,238.09375
73,238.09765625
74,249.04296875
75,249.04296875
76,211.484375
77,211.484375
78,211.0625
79,211.0703125
80,211.078125
81,211.10546875
82,211.11328125
83,210.953125
84,206.7265625
85,206.7890625
86,203.96484375
87,194.65625
88,181.8046875
89,189.671875
90,228.484375
91,246.1875
92,253.58203125
93,254.27734375
94,254.28515625
95,254.34765625
96,254.35546875
97,229.9375
98,229.98828125
99,252.98828125
100,229.51953125
