gen,usage
0,443.65234375
1,393.52734375
2,438.9921875
3,438.9921875
4,438.9921875
5,438.9921875
6,442.3515625
7,420.15234375
8,439.015625
9,410.3515625
10,443.65234375
11,390.8671875
12,393.52734375
13,438.90625
14,410.3515625
15,394.18359375
16,390.98828125
17,397.09765625
18,433.7890625
19,430.4375
20,394.0
21,394.12109375
22,396.88671875
23,415.76171875
24,445.8671875
25,383.0859375
26,416.96875
27,445.8671875
28,383.03515625
29,383.078125
30,414.8046875
31,433.66015625
32,383.05859375
33,445.65234375
34,433.359375
35,393.9921875
36,445.84765625
37,383.18359375
38,445.78125
39,445.80078125
40,443.65234375
41,383.046875
42,433.22265625
43,445.80078125
44,390.95703125
45,445.8671875
46,393.8125
47,402.12109375
48,453.8671875
49,393.39453125
50,453.8671875
51,453.8671875
52,438.359375
53,391.18359375
54,391.125
55,441.23828125
56,397.0234375
57,453.8671875
58,391.15234375
59,399.35546875
60,399.296875
61,391.00390625
62,453.8671875
63,453.84375
64,453.8671875
65,402.12109375
66,425.2421875
67,391.18359375
68,453.76171875
69,391.00390625
70,391.125
71,453.8046875
72,391.08203125
73,445.7421875
74,391.09765625
75,445.26171875
76,453.8671875
77,442.109375
78,441.2890625
79,423.8984375
80,399.375
81,420.52734375
82,453.79296875
83,391.13671875
84,391.13671875
85,441.34765625
86,391.12109375
87,398.3203125
88,399.4921875
89,400.69921875
90,438.4375
91,412.33984375
92,453.734375
93,391.18359375
94,449.06640625
95,401.203125
96,453.8125
97,432.3046875
98,453.8671875
99,399.35546875
100,397.34765625
