gen,time
0,74.84542918205261
1,74.93413209915161
2,97.41833329200745
3,126.19712710380554
4,73.45427823066711
5,141.64019894599915
6,103.48888230323792
7,121.42727541923523
8,297.27894353866577
9,292.2622079849243
10,381.2823462486267
11,302.5239038467407
12,145.25635075569153
13,157.11221361160278
14,149.68062138557434
15,342.2121207714081
16,423.89577078819275
17,236.88315558433533
18,309.097128868103
19,234.09369707107544
