gen,usage
0,488.703125
1,488.703125
2,488.703125
3,488.703125
4,488.703125
5,488.703125
6,488.703125
7,488.703125
8,488.703125
9,490.69140625
10,490.69140625
11,490.69140625
12,490.69140625
13,490.69140625
14,490.69140625
15,490.69140625
16,490.69140625
17,490.69140625
18,490.69140625
19,490.72265625
