,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unique_nodes,30,47,61,76,90,103,113,119,126,144,162,175,184,190,195,199,203,225,238,246
global_efficiency,0.7241379310344828,0.6340579710144926,0.6027777777777776,0.5711111111111111,0.5393258426966295,0.5179738562091508,0.5037202380952387,0.5007062146892661,0.49066666666666736,0.4691142191142196,0.4518633540372672,0.44061302681992326,0.43488160291438954,0.43077601410934707,0.4278350515463913,0.42718855218855173,0.42574257425742523,0.41443452380952317,0.40893108298171515,0.40578231292516925
exploratory_metric,21.0,29.16666666666666,36.16666666666666,42.833333333333336,48.00000000000003,52.833333333333385,56.416666666666735,59.08333333333341,61.33333333333342,67.0833333333334,72.75000000000001,76.66666666666664,79.58333333333329,81.4166666666666,82.99999999999991,84.58333333333324,85.9999999999999,92.83333333333319,96.91666666666649,99.41666666666647
leafnode_counter,20,32,46,57,67,77,82,86,89,99,111,119,124,127,130,134,134,147,153,158
unique_nodes_by_depth,[ 1 12 18  0  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 29  5  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 43  5  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 53 10  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 56 21  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 59 31  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 61 38  1  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 65 40  1  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 65 46  2  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 66 58  7  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 67 69 13  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 67 77 18  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 68 82 21  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 68 86 23  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 68 90 24  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 70 91 25  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 71 93 26  0  0  0  0  0  0  0  0  0  0  0],[  1  13  73 103  36   0   0   0   0   0   0   0   0   0   0   0],[  1  13  74 110  41   0   0   0   0   0   0   0   0   0   0   0],[  1  13  75 113  45   0   0   0   0   0   0   0   0   0   0   0]
