,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unique_nodes,32,47,61,76,86,99,109,113,118,126,137,149,165,169,180,191,196,199,199,199
global_efficiency,0.7258064516129032,0.6340579710144926,0.6027777777777776,0.5622222222222224,0.5450980392156866,0.5221088435374155,0.5108024691358031,0.5059523809523816,0.5014245014245021,0.49600000000000066,0.48897058823529466,0.48986486486486536,0.47865853658536595,0.47916666666666674,0.47299813780260697,0.464912280701754,0.461538461538461,0.459595959595959,0.459595959595959,0.459595959595959
exploratory_metric,22.5,29.16666666666666,36.16666666666666,42.16666666666668,46.33333333333336,51.166666666666714,55.16666666666673,56.666666666666735,58.66666666666674,62.000000000000085,66.50000000000007,72.50000000000007,78.50000000000001,80.50000000000001,84.66666666666664,88.33333333333326,89.9999999999999,90.99999999999989,90.99999999999989,90.99999999999989
leafnode_counter,22,31,45,54,61,69,75,78,80,86,96,108,119,123,129,135,137,139,139,139
unique_nodes_by_depth,[ 1 13 19  0  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 29  5  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 43  5  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 49 14  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 54 19  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 57 29  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 61 35  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 62 38  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 64 41  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 68 45  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 73 51  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 85 51  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 89 63  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 93 63  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 96 71  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 96 82  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 96 87  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 96 90  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 96 90  0  0  0  0  0  0  0  0  0  0  0  0],[ 1 13 96 90  0  0  0  0  0  0  0  0  0  0  0  0]
