operator_count,score,generation
1.0,0.5099054096310194,0
1.0,0.4860944340212633,0
1.0,0.5161554096310194,0
1.0,0.4835944340212633,0
1.0,0.6527095059412134,0
1.0,0.49609756097560975,0
2.0,0.5074054096310194,0
2.0,0.5391940275171982,0
2.0,0.4980276735459662,0
2.0,0.6265157911194497,0
2.0,0.7176883989993745,0
1.0,0.518568636647905,0
2.0,0.588921200750469,0
2.0,0.5750414321450906,0
2.0,0.6501438398999375,0
1.0,0.6152642276422764,0
2.0,0.49000000000000005,0
1.0,0.6260045340838024,0
2.0,0.661052220137586,0
2.0,0.6136679174484053,0
1.0,0.5506636960600375,0
2.0,0.5626070981863664,0
1.0,0.6198936835522202,0
1.0,0.6273405253283303,0
1.0,0.7225617573483427,0
1.0,0.6767948717948717,0
1.0,0.6580479987492183,0
1.0,0.6150171982489057,0
2.0,0.6824914008755473,0
1.0,0.5491025641025641,0
2.0,0.5825734834271419,0
2.0,0.5450961538461538,0
2.0,0.5186874609130706,0
2.0,0.5123780487804879,0
2.0,0.6052962789243278,0
1.0,0.48596779237023136,0
2.0,0.5469426203877424,0
1.0,0.4862828330206379,0
2.0,0.5239149468417761,0
1.0,0.5078126954346466,0
2.0,0.6484834271419637,1
3.0,0.5123780487804879,1
1.0,0.6277337398373983,1
1.0,0.6389548155096936,1
1.0,0.6207426516572857,1
1.0,0.6676149155722326,1
2.0,0.5833825828642901,1
2.0,0.6824914008755473,1
1.0,0.4739610694183864,1
2.0,0.6689243277048156,1
1.0,0.5431019387116949,1
3.0,0.515754377736085,1
2.0,0.6725218886804253,1
2.0,0.5123780487804879,1
2.0,0.5153173858661664,1
2.0,0.5065626954346467,1
2.0,0.5489102564102564,1
3.0,0.5688187929956222,1
3.0,0.6849335522201375,1
2.0,0.5,1
2.0,0.4980276735459662,1
2.0,0.7039258911819888,1
1.0,0.5076555659787367,1
2.0,0.5350992808005003,1
1.0,0.5,1
3.0,0.537634459036898,1
1.0,0.4735913070669168,1
1.0,0.6222975297060664,1
1.0,0.6112976860537834,1
2.0,0.5003126954346466,1
1.0,0.6127689180737961,1
2.0,0.5128416197623514,1
1.0,0.5837531269543466,1
2.0,0.6163617886178863,1
2.0,0.599885866166354,1
3.0,0.5469426203877423,1
2.0,0.713843808630394,1
1.0,0.4950312695434647,1
3.0,0.7176883989993745,1
1.0,0.6150171982489057,1
1.0,0.6188281738586616,2
2.0,0.5312148217636022,2
2.0,0.7888484990619137,2
2.0,0.6559912445278299,2
3.0,0.63755081300813,2
2.0,0.6537304565353346,2
1.0,0.6516471232020014,2
1.0,0.6162961225766104,2
2.0,0.6577321763602251,2
1.0,0.6675171982489057,2
3.0,0.5685717636022514,2
3.0,0.5961984052532834,2
3.0,0.5852016885553472,2
2.0,0.5886647904940588,2
2.0,0.695841932457786,2
2.0,0.6625555034396498,2
1.0,0.6262046591619763,2
3.0,0.5088492808005003,2
1.0,0.6111397748592872,2
2.0,0.6611819887429643,2
1.0,0.7839094746716698,2
1.0,0.6259451219512194,2
2.0,0.6864305816135083,2
1.0,0.5635733270794245,2
3.0,0.6639884302689181,2
1.0,0.606099124452783,2
2.0,0.6564915572232646,2
1.0,0.5972912757973734,2
1.0,0.6677399937460913,2
2.0,0.5389133833646029,2
2.0,0.646270325203252,2
2.0,0.5381261726078799,2
2.0,0.686364133833646,2
2.0,0.713843808630394,2
2.0,0.6273405253283303,2
1.0,0.6824914008755473,2
1.0,0.5465705128205128,2
2.0,0.6112976860537834,2
1.0,0.6641823014383991,2
2.0,0.6126727642276423,2
3.0,0.6763664790494058,3
1.0,0.48596779237023136,3
1.0,0.656584584115072,3
2.0,0.5011522826766729,3
3.0,0.6486452470293933,3
1.0,0.6337976860537836,3
2.0,0.6959920262664167,3
2.0,0.5314133833646029,3
2.0,0.5490626954346467,3
2.0,0.6724272983114447,3
3.0,0.6957715759849906,3
3.0,0.6487320200125077,3
2.0,0.9825289243277048,3
3.0,0.5900171982489055,3
1.0,0.48596779237023136,3
2.0,0.619855378361476,3
2.0,0.4739610694183864,3
3.0,0.6474851469668542,3
2.0,0.6225445590994372,3
2.0,0.6390431519699813,3
3.0,0.5268081613508443,3
1.0,0.6786530644152596,3
2.0,0.5367198248905567,3
2.0,0.6234740462789243,3
2.0,0.5312515634771733,3
3.0,0.9850289243277048,3
3.0,0.592349124452783,3
2.0,0.6427994058786742,3
3.0,0.5211264853033145,3
1.0,0.6138875859912445,3
1.0,0.6885811444652907,3
2.0,0.6197271732332709,3
1.0,0.4997514071294559,3
2.0,0.6716103814884302,3
4.0,0.653231707317073,3
2.0,0.5836999687304565,3
2.0,0.6742995622263914,3
3.0,0.6575125078173858,3
1.0,0.6787414008755472,3
2.0,0.6938711694809255,3
2.0,0.6403298936835522,4
2.0,0.776319574734209,4
2.0,0.6526422764227642,4
2.0,0.7249960913070669,4
1.0,0.6638922764227642,4
3.0,0.7014243277048156,4
2.0,0.6120786429018137,4
3.0,0.6582598499061912,4
2.0,0.7703166041275797,4
1.0,0.6641823014383991,4
2.0,0.6787414008755472,4
1.0,0.7535037523452159,4
1.0,0.7537202939337087,4
2.0,0.6637351469668543,4
3.0,0.6414243277048155,4
3.0,0.5,4
2.0,0.7047756410256409,4
3.0,0.58760397123202,4
1.0,0.7299960913070669,4
2.0,0.7191565040650406,4
2.0,0.5554838961851156,4
1.0,0.5951055347091933,4
1.0,0.6828361475922451,4
1.0,0.7224593495934959,4
2.0,0.7291260162601626,4
1.0,0.6985889618511569,4
2.0,0.9812789243277049,4
2.0,0.523941525953721,4
3.0,0.688335678549093,4
4.0,0.6927782989368355,4
2.0,0.5325336147592246,4
2.0,0.5065994371482176,4
2.0,0.5414790494058787,4
1.0,0.5792292057535959,4
2.0,0.6712429643527205,4
1.0,0.6641823014383991,4
2.0,0.6894910881801126,4
1.0,0.5851086616635397,4
2.0,0.8662007504690431,4
3.0,0.9850289243277048,4
2.0,0.5926360225140713,5
1.0,0.7500680112570357,5
1.0,0.8661429018136335,5
1.0,0.5,5
3.0,0.7586593183239525,5
2.0,0.7150922451532208,5
4.0,0.9850289243277048,5
3.0,0.6574624765478424,5
1.0,0.7275555034396498,5
2.0,0.8376094434021264,5
3.0,0.6848123827392121,5
2.0,0.6786530644152596,5
2.0,0.7349687304565353,5
3.0,0.865114133833646,5
2.0,0.7414321450906818,5
1.0,0.4945590994371482,5
3.0,0.7215556597873671,5
2.0,0.6788375547217012,5
2.0,0.7138438086303939,5
2.0,0.6417104440275173,5
2.0,0.7138438086303939,5
1.0,0.7076274233896186,5
2.0,0.7822873671044404,5
2.0,0.7613453721075671,5
4.0,0.7878775797373359,5
3.0,0.6977126328955597,5
2.0,0.7176883989993745,5
2.0,0.52625,5
2.0,0.6814657598499062,5
3.0,0.7902525015634773,5
2.0,0.5907285803627266,5
3.0,0.8289782676672921,5
2.0,0.53125,5
2.0,0.7865408067542214,5
4.0,0.7701016260162602,5
1.0,0.8099460600375235,5
1.0,0.5477274859287055,5
1.0,0.6185780175109443,5
2.0,0.7176883989993745,5
3.0,0.6421396185115696,5
4.0,0.7974812382739211,6
2.0,0.6102642276422764,6
5000.0,-inf,6
2.0,0.9850289243277048,6
1.0,0.66005081300813,6
2.0,0.7000938086303939,6
1.0,0.607542995622264,6
1.0,0.6901086616635397,6
2.0,0.6251758911819887,6
2.0,0.672828330206379,6
1.0,0.7651000625390869,6
2.0,0.5467260787992495,6
2.0,0.7959154158849281,6
1.0,0.8099460600375235,6
2.0,0.8211913696060037,6
4.0,0.7728455284552845,6
2.0,0.7589032207629769,6
2.0,0.6613954033771108,6
2.0,0.9850289243277048,6
4.0,0.8710772357723577,6
5.0,0.527693871169481,6
3.0,0.7165970919324578,6
5.0,0.4938688242651657,6
1.0,0.7349687304565353,6
5.0,0.9850289243277048,6
3.0,0.8175680112570356,6
3.0,0.8012585991244527,6
2.0,0.7076274233896186,6
2.0,0.7249914008755473,6
1.0,0.607542995622264,6
1.0,0.8136319574734209,6
2.0,0.7034271419637272,6
3.0,0.8001352407754847,6
1.0,0.5712945590994372,6
2.0,0.5505081300813008,6
2.0,0.8587953408380237,6
2.0,0.672828330206379,6
2.0,0.9849663852407755,6
3.0,0.5801360225140713,6
3.0,0.9438352095059412,6
2.0,0.7628166041275798,7
2.0,0.9825289243277048,7
2.0,0.7950375234521576,7
1.0,0.5751923076923078,7
2.0,0.5750414321450906,7
2.0,0.6598631957473421,7
1.0,0.6026375859912445,7
2.0,0.7713758599124454,7
4.0,0.9850289243277048,7
2.0,0.8162296747967479,7
2.0,0.8161671357098188,7
2.0,0.6812734521575984,7
4.0,0.5284982801751095,7
3.0,0.7701657285803627,7
4.0,0.8265728580362726,7
3.0,0.6812734521575984,7
4.0,0.7813774233896185,7
3.0,0.871454033771107,7
2.0,0.6539899937460912,7
3.0,0.7725297060662915,7
1.0,0.7588391181988744,7
2.0,0.8851430581613509,7
1.0,0.7061804252657911,7
2.0,0.5565111006879299,7
1.0,0.8049171357098187,7
1.0,0.7350922451532207,7
3.0,0.9788414634146342,7
1.0,0.8824859287054408,7
4.0,0.7876016260162602,7
2.0,0.7950375234521576,7
2.0,0.7678181676047529,7
3.0,0.9812789243277047,7
3.0,0.5825781738586616,7
1.0,0.4936538461538461,7
2.0,0.7038391181988743,7
3.0,0.513719512195122,7
1.0,0.6962093495934959,7
3.0,0.8365165728580364,7
3.0,0.5872670419011883,7
3.0,0.976278924327705,7
1.0,0.7575023452157599,8
1.0,0.8463211382113821,8
2.0,0.5114423076923076,8
2.0,0.8474828017510945,8
2.0,0.54276110068793,8
2.0,0.6551196060037523,8
1.0,0.5074054096310194,8
2.0,0.7964094746716698,8
2.0,0.6549562226391494,8
5000.0,-inf,8
1.0,0.6812734521575984,8
2.0,0.9825289243277048,8
1.0,0.7325859912445278,8
1.0,0.5086554096310194,8
5000.0,-inf,8
1.0,0.6561163227016886,8
3.0,0.9563367729831145,8
1.0,0.7408692933083177,8
2.0,0.7775406504065041,8
3.0,0.9174616948092558,8
3.0,0.9862789243277049,8
3.0,0.45014774859287054,8
2.0,0.5249484052532833,8
1.0,0.5013430268918073,8
4.0,0.8713656973108194,8
3.0,0.9850289243277048,8
3.0,0.7351883989993746,8
2.0,0.46899390243902433,8
3.0,0.9737468730456534,8
1.0,0.6812734521575984,8
5.0,0.9837789243277049,8
2.0,0.5638492808005002,8
5.0,0.9788414634146342,8
5000.0,-inf,8
2.0,0.8111991869918699,8
1.0,0.5801680737961226,8
1.0,0.8599859287054409,8
2.0,0.6237351469668543,8
2.0,0.9375547217010631,8
1.0,0.793880550343965,8
2.0,0.6262335834896812,9
3.0,0.9013688242651657,9
4.0,0.9788414634146342,9
3.0,0.9850289243277048,9
2.0,0.9850289243277048,9
1.0,0.882328799249531,9
2.0,0.8287312382739213,9
1.0,0.571443871169481,9
1.0,0.6551805816135085,9
2.0,0.6812734521575984,9
2.0,0.747526579111945,9
3.0,0.975091463414634,9
2.0,0.8011319574734209,9
1.0,0.8163164477798626,9
4.0,0.5015517510944341,9
1.0,0.49627892432770493,9
4.0,0.9850289243277048,9
2.0,0.5090368980612884,9
1.0,0.8850789555972483,9
2.0,0.9837789243277049,9
5.0,0.7181566604127579,9
2.0,0.816162445278299,9
1.0,0.7811898061288305,9
1.0,0.6450492495309568,9
3.0,0.5037148217636023,9
2.0,0.57744684177611,9
1.0,0.7363453721075672,9
3.0,0.853796904315197,9
1.0,0.73130081300813,9
2.0,0.5687883051907442,9
2.0,0.5472256097560975,9
3.0,0.6799304252657912,9
2.0,0.9775289243277049,9
1.0,0.8661429018136335,9
3.0,0.9837468730456536,9
2.0,0.6751837085678549,9
3.0,0.8824828017510946,9
2.0,0.7676579111944966,9
2.0,0.8212922138836772,9
1.0,0.8886429018136337,9
2.0,0.5229166666666666,10
2.0,0.7750359599749843,10
5.0,0.9562453095684802,10
2.0,0.749092401500938,10
4.0,0.9850289243277048,10
2.0,0.7489368355222014,10
2.0,0.9837789243277049,10
3.0,0.9849663852407755,10
4.0,0.9850289243277048,10
2.0,0.4692737648530332,10
4.0,0.9788414634146342,10
2.0,0.6001665103189494,10
2.0,0.9800289243277047,10
2.0,0.5351923076923077,10
5.0,0.9850289243277048,10
4.0,0.6839610694183864,10
2.0,0.8239860850531583,10
4.0,0.5086296122576611,10
3.0,0.609078330206379,10
1.0,0.6874319887429643,10
2.0,0.6874030644152596,10
2.0,0.6335444027517199,10
2.0,0.6335444027517199,10
1.0,0.6712671982489056,10
4.0,0.9699953095684803,10
4.0,0.604728736710444,10
5000.0,-inf,10
1.0,0.5098162914321451,10
2.0,0.5454088492808005,10
2.0,0.4692737648530332,10
2.0,0.6338602251407129,10
2.0,0.5736679174484051,10
2.0,0.9812789243277047,10
1.0,0.85114602876798,10
1.0,0.8351962163852408,10
5000.0,-inf,10
2.0,0.8662969043151969,10
5.0,0.9850289243277048,10
4.0,0.9150195434646653,10
3.0,0.6413570981863665,10
4.0,0.9849663852407755,11
2.0,0.9850289243277048,11
2.0,0.9825289243277048,11
5.0,0.9850289243277048,11
2.0,0.9850289243277048,11
6.0,0.9850289243277048,11
5000.0,-inf,11
3.0,0.9738109756097562,11
6.0,0.972560975609756,11
2.0,0.8587937773608504,11
5000.0,-inf,11
3.0,0.6337961225766102,11
4.0,0.5,11
2.0,0.8101641651031896,11
