gen,time
0,270.5562312602997
1,138.07030987739563
2,65.77138710021973
3,71.71902561187744
4,89.12402105331421
5,324.44339060783386
6,222.53251338005066
7,276.0919156074524
8,122.81231641769409
9,204.3461148738861
10,190.128009557724
11,306.87743639945984
12,236.31380438804626
13,422.4178342819214
14,234.4380648136139
15,275.50632882118225
16,233.8304796218872
17,245.21328783035278
18,233.22196412086487
19,205.47641468048096
20,208.07141160964966
21,263.0584604740143
22,212.55201530456543
23,238.04539966583252
24,246.0640833377838
25,215.9518918991089
26,242.46238327026367
27,333.0427327156067
28,261.7362644672394
29,509.82663798332214
30,231.37103152275085
31,252.89407896995544
32,247.06220960617065
33,287.91248965263367
34,251.55798316001892
35,386.39084649086
36,417.7577636241913
37,235.80581641197205
38,226.32582926750183
39,244.8297803401947
40,309.67791199684143
41,199.64646983146667
42,246.2941861152649
43,296.4675076007843
44,273.6214120388031
45,283.5369613170624
46,278.98652815818787
47,312.18990540504456
48,316.5676476955414
49,330.99511098861694
50,198.4882447719574
51,267.750684261322
52,228.43676257133484
53,304.6276686191559
54,328.05923676490784
55,285.94050669670105
56,318.4823052883148
57,301.7194712162018
58,302.3920238018036
59,295.3167793750763
60,354.1142518520355
61,420.7648615837097
62,277.8113737106323
63,325.13754892349243
64,321.90236163139343
65,397.60652589797974
66,300.88063788414
67,340.04439091682434
68,334.1820158958435
69,247.72772121429443
70,276.07657074928284
71,334.03213930130005
72,1614.2443306446075
73,1749.8603789806366
74,2054.3545248508453
75,2608.152433156967
76,2651.9967906475067
77,2949.361938238144
78,2881.976070165634
79,1578.0626106262207
80,701.9344716072083
81,664.0909295082092
82,767.2262785434723
83,600.2721755504608
84,673.3627300262451
85,791.45676445961
86,687.2491052150726
87,466.4082772731781
88,459.8243989944458
89,308.01242566108704
90,503.819593667984
91,414.5568995475769
92,1010.1378703117371
93,1137.8372535705566
94,863.2996737957001
95,1394.7575850486755
96,1151.666315793991
97,1375.5399901866913
98,1405.8677847385406
99,1449.507734298706
100,1820.1617982387543
