gen,usage
0,282.5625
1,282.64453125
2,307.46484375
3,307.46484375
4,307.46484375
5,307.46484375
6,307.46484375
7,307.46484375
8,307.46484375
9,307.46484375
10,307.46484375
11,307.46484375
12,312.15234375
13,312.15234375
14,312.15234375
15,312.15234375
16,312.15234375
17,312.15234375
18,312.15234375
19,312.15234375
20,312.15234375
21,312.15234375
22,312.15234375
23,312.15234375
24,312.15234375
25,312.15234375
26,312.15234375
27,312.15234375
28,312.15234375
29,312.15234375
30,312.15234375
31,312.15234375
32,312.15234375
33,312.15234375
34,312.15234375
35,312.15234375
36,312.15234375
37,312.15234375
38,312.15234375
39,312.15234375
40,312.15234375
41,312.15234375
42,318.8203125
43,318.8203125
44,318.8203125
45,318.8203125
46,318.8203125
47,312.15234375
48,312.15234375
49,312.15234375
50,312.15234375
51,312.15234375
52,312.15234375
53,312.15234375
54,312.15234375
55,312.15234375
56,312.15234375
57,312.15234375
58,312.15234375
59,312.15234375
60,312.15234375
61,312.15234375
62,312.15234375
63,312.15234375
64,312.15234375
65,312.15234375
66,312.15234375
67,318.7578125
68,318.7578125
69,318.7578125
70,318.7578125
71,318.7578125
72,318.7578125
73,318.7578125
74,318.7578125
75,292.1953125
76,292.1953125
77,293.17578125
78,293.17578125
79,293.17578125
80,293.17578125
81,312.15234375
82,318.8203125
83,318.8203125
84,318.8203125
85,331.5390625
86,331.5390625
87,331.78515625
88,331.78515625
89,331.78515625
90,318.7578125
91,318.7578125
92,318.7578125
93,318.7578125
94,318.7578125
95,318.7578125
96,318.7578125
97,318.7578125
98,318.7578125
99,318.7578125
100,318.7578125
