gen,usage
0,420.203125
1,420.203125
2,420.203125
3,420.203125
4,390.86328125
5,390.86328125
6,390.86328125
7,390.86328125
8,390.86328125
9,390.86328125
10,392.69921875
11,392.69921875
12,392.69921875
13,392.69921875
14,397.53125
15,397.53125
16,397.53125
17,397.53125
18,397.53125
19,365.77734375
20,397.53125
21,397.53125
22,392.7578125
23,392.7578125
24,392.7578125
25,392.7578125
26,392.7578125
27,392.7578125
28,392.7578125
29,400.55859375
30,400.55859375
31,400.55859375
32,400.55859375
33,400.55859375
34,400.55859375
35,400.55859375
36,400.55859375
37,400.55859375
38,400.55859375
39,400.55859375
40,368.140625
41,368.140625
42,368.140625
43,368.140625
44,385.4609375
45,393.40234375
46,393.40234375
47,393.40234375
48,393.40234375
49,393.40234375
50,393.40234375
51,393.40234375
52,393.40234375
53,393.40234375
54,393.40234375
55,393.40234375
56,393.40234375
57,393.40234375
58,393.40234375
59,393.40234375
60,393.40234375
61,393.40234375
62,393.40234375
63,393.40234375
64,393.40234375
65,393.40234375
66,397.53125
67,397.53125
68,397.53125
69,397.53125
70,397.53125
71,397.53125
72,397.53125
73,397.53125
74,397.53125
75,397.53125
76,397.53125
77,397.53125
78,397.53125
79,397.53125
80,392.7578125
81,392.7578125
82,392.7578125
83,392.7578125
84,392.7578125
85,392.7578125
86,392.7578125
87,397.53125
88,397.53125
89,397.53125
90,392.7578125
91,392.7578125
92,392.7578125
93,392.7578125
94,392.7578125
95,392.7578125
96,392.7578125
97,392.7578125
98,392.7578125
99,392.7578125
100,392.7578125
