gen,usage
0,289.3671875
1,260.3046875
2,260.3046875
3,277.6640625
4,277.6640625
5,277.6640625
6,277.6640625
7,277.6640625
8,277.6640625
9,277.6640625
10,277.671875
11,277.671875
12,277.671875
13,277.671875
14,277.671875
15,277.671875
16,279.34375
17,262.640625
18,262.640625
19,262.640625
20,262.640625
21,262.640625
22,262.640625
23,262.640625
24,262.640625
25,262.640625
26,262.640625
27,262.640625
28,262.640625
29,262.640625
30,262.64453125
31,262.64453125
32,259.87890625
33,259.87890625
34,259.87890625
35,259.87890625
36,259.87890625
37,278.06640625
38,278.06640625
39,278.06640625
40,278.06640625
41,278.06640625
42,278.06640625
43,278.06640625
44,278.06640625
45,278.06640625
46,278.06640625
47,278.06640625
48,260.37109375
49,260.37109375
50,260.37109375
51,260.515625
52,260.515625
53,260.515625
54,260.515625
55,260.515625
56,260.515625
57,260.515625
58,260.515625
59,260.515625
60,260.515625
61,260.515625
62,260.515625
63,260.515625
64,260.515625
65,279.34765625
66,279.34765625
67,262.64453125
68,284.49609375
69,284.49609375
70,284.49609375
71,284.49609375
72,284.49609375
73,262.64453125
74,262.64453125
75,262.64453125
76,286.94921875
77,286.94921875
78,262.64453125
79,284.49609375
80,284.49609375
81,262.65234375
82,262.65234375
83,262.65234375
84,286.94921875
85,286.453125
86,260.625
87,282.73828125
88,282.73828125
89,282.73828125
90,282.73828125
91,282.73828125
92,282.73828125
93,282.73828125
94,282.73828125
95,263.30078125
96,263.30078125
97,263.30078125
98,263.30078125
99,279.34765625
100,279.34765625
