pipeline,cv_score,generation,holdout_score,holdout_roc_auc_score
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=False)",0.7768243361285814,0,0.7126861838726246,0.7876219825372368
"MultinomialNB(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7814364954577219,0,0.7104776579352851,0.7910631741140216
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=False)",0.7768243361285814,1,0.7126861838726246,0.7876219825372368
"MultinomialNB(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7814364954577219,1,0.7104776579352851,0.7910631741140216
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=False)",0.7768243361285814,2,0.7126861838726246,0.7876219825372368
"MultinomialNB(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7814364954577219,2,0.7104776579352851,0.7910631741140216
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=False)",0.7768243361285814,3,0.7126861838726246,0.7876219825372368
"MultinomialNB(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.25, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.6000000000000001), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.7947527952480783,3,0.7264509501797638,0.7981510015408321
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=False)",0.7768243361285814,4,0.7126861838726246,0.7876219825372368
"MultinomialNB(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.25, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.6000000000000001), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.7947527952480783,4,0.7502824858757062,0.8005136106831022
"MultinomialNB(OneHotEncoder(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.25, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.6000000000000001), OneHotEncoder__minimum_fraction=0.05, OneHotEncoder__sparse=False, OneHotEncoder__threshold=10), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.798791928721174,4,0.7042116076014382,0.796712891628146
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=False)",0.7768243361285814,5,0.7126861838726246,0.7876219825372368
"MultinomialNB(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.25, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=1.0), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.7984914395527605,5,0.7355418592706728,0.8010272213662044
"MultinomialNB(OneHotEncoder(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.25, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.6000000000000001), OneHotEncoder__minimum_fraction=0.05, OneHotEncoder__sparse=False, OneHotEncoder__threshold=10), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False)",0.798791928721174,5,0.7098613251155623,0.7956856702619415
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=False)",0.7768243361285814,6,0.7126861838726246,0.7876219825372368
