gen,usage
0,338.9140625
1,338.9140625
2,276.1484375
3,280.1171875
4,332.5546875
5,332.5546875
6,332.5546875
7,332.5546875
8,332.5546875
9,332.5546875
10,340.6328125
11,288.4609375
12,326.75390625
13,326.75390625
14,326.75390625
15,326.75390625
16,326.75390625
17,326.75390625
18,326.75390625
19,326.75390625
20,326.75390625
21,326.75390625
22,326.75390625
23,326.75390625
24,326.75390625
25,326.75390625
26,326.75390625
27,326.75390625
28,326.75390625
29,281.49609375
30,284.34375
31,284.34375
32,284.34375
33,284.34375
34,284.34375
35,284.34375
36,284.34375
37,284.34375
38,284.34375
39,284.34375
40,284.34375
41,340.76171875
42,288.234375
43,303.58984375
44,303.58984375
45,303.58984375
46,303.58984375
47,339.11328125
48,339.11328125
49,339.11328125
50,339.11328125
51,339.11328125
52,339.11328125
53,339.11328125
54,339.11328125
55,339.11328125
56,339.11328125
57,339.11328125
58,339.11328125
59,339.11328125
60,339.11328125
61,339.11328125
62,339.11328125
63,339.11328125
64,339.11328125
65,339.11328125
66,339.11328125
67,339.11328125
68,339.11328125
69,339.11328125
70,339.11328125
71,339.11328125
72,339.11328125
73,339.71875
74,339.71875
75,339.71875
76,339.71875
77,329.67578125
78,285.359375
79,341.55078125
80,341.55078125
81,341.55078125
82,341.55078125
83,341.55078125
84,341.55078125
85,341.55078125
86,341.55078125
87,341.55078125
88,341.55078125
89,287.0078125
90,341.5234375
91,341.5234375
92,341.5234375
93,341.5234375
94,341.5234375
95,341.5234375
96,341.5234375
97,341.5234375
98,341.5234375
99,327.578125
100,339.71875
