gen,usage
0,275.12109375
1,269.3046875
2,269.3046875
3,269.5703125
4,289.72265625
5,292.796875
6,293.05078125
7,293.0703125
8,293.0859375
9,293.30078125
10,202.77734375
11,229.84375
12,229.98828125
13,231.64453125
14,191.28125
15,193.36328125
16,200.49609375
17,240.03515625
18,243.046875
19,243.21484375
20,240.265625
21,243.640625
22,244.5078125
23,220.53515625
24,221.8984375
25,227.1875
26,227.30859375
27,250.109375
28,250.25
29,250.328125
30,250.41796875
31,250.46875
32,250.546875
33,250.609375
34,258.01171875
35,260.125
36,217.95703125
37,242.890625
38,242.921875
39,242.921875
40,248.15234375
41,248.2578125
42,222.734375
43,248.30078125
44,248.30078125
45,248.40234375
46,248.40234375
47,253.65625
48,258.2890625
49,258.3828125
50,280.82421875
51,238.5390625
52,254.78515625
53,255.0234375
54,264.16796875
55,263.94140625
56,266.20703125
57,266.21875
58,264.203125
59,257.6640625
60,257.6640625
61,264.45703125
62,283.60546875
63,283.60546875
64,283.76171875
65,286.875
66,286.875
67,272.01171875
68,272.01171875
69,243.33203125
70,250.73046875
71,274.484375
72,265.359375
73,265.4140625
74,287.4453125
75,246.77734375
76,289.79296875
77,289.984375
78,290.35546875
79,293.29296875
80,293.29296875
81,293.29296875
82,293.359375
83,293.3671875
84,273.578125
85,293.35546875
86,293.359375
87,293.359375
88,292.27734375
89,292.51953125
90,277.5078125
91,292.078125
92,292.09375
93,292.09375
94,292.09375
95,292.1328125
96,292.19140625
97,292.1953125
98,291.40625
99,291.49609375
100,291.51171875
