gen,usage
0,412.90625
1,397.36328125
2,397.36328125
3,413.06640625
4,413.06640625
5,413.06640625
6,413.06640625
7,413.06640625
8,390.6953125
9,390.6953125
10,390.6953125
11,390.6953125
12,390.6953125
13,390.6953125
14,390.6953125
15,390.6953125
16,390.6953125
17,390.6953125
18,390.6953125
19,390.6953125
20,397.30078125
21,413.06640625
22,413.06640625
23,413.06640625
24,413.06640625
25,397.30078125
26,397.30078125
27,397.30078125
28,410.328125
29,410.328125
30,410.328125
31,390.6953125
32,390.6953125
33,390.6953125
34,390.6953125
35,390.6953125
36,390.6953125
37,390.6953125
38,390.6953125
39,390.6953125
40,390.6953125
41,390.6953125
42,390.6953125
43,390.6953125
44,390.6953125
45,390.6953125
46,390.6953125
47,390.6953125
48,390.6953125
49,390.6953125
50,390.6953125
51,390.6953125
52,390.6953125
53,390.6953125
54,397.36328125
55,397.36328125
56,397.36328125
57,397.36328125
58,397.36328125
59,397.30078125
60,397.30078125
61,397.30078125
62,397.30078125
63,397.30078125
64,397.30078125
65,397.30078125
66,397.30078125
67,397.30078125
68,397.30078125
69,410.421875
70,410.421875
71,410.421875
72,410.421875
73,410.421875
74,410.421875
75,410.421875
76,410.421875
77,410.421875
78,410.421875
79,410.421875
80,392.53125
81,392.53125
82,392.53125
83,392.53125
84,392.53125
85,392.53125
86,392.53125
87,392.53125
88,392.53125
89,392.53125
90,392.53125
91,392.53125
92,392.53125
93,392.53125
94,392.53125
95,392.53125
96,392.53125
97,392.53125
98,392.53125
99,392.53125
100,420.03515625
