gen,time
0,411.570116519928
1,380.3262388706207
2,128.81629514694214
3,136.03610277175903
4,242.60936427116394
5,336.02936816215515
6,372.80841541290283
7,290.3934636116028
8,322.1541500091553
9,409.0293867588043
10,420.80265188217163
11,316.0927801132202
12,247.31285738945007
13,323.1645164489746
14,283.91623401641846
15,339.7161705493927
16,237.60224866867065
17,185.82720279693604
18,298.5078001022339
19,292.21213269233704
20,170.7520546913147
21,157.85661005973816
22,221.28606152534485
23,129.59750866889954
24,41.8542959690094
25,127.00548362731934
26,262.31089091300964
27,194.7883231639862
28,239.25562691688538
29,91.60267090797424
30,150.11050510406494
31,382.96984243392944
32,206.99205946922302
33,361.7513437271118
34,304.28856682777405
35,717.3176562786102
36,458.06307220458984
37,576.7674660682678
38,391.58601117134094
39,79.07098603248596
40,160.34860372543335
41,155.18377661705017
42,130.40580368041992
43,232.9774453639984
44,174.6942069530487
45,126.22883892059326
46,142.66300773620605
47,92.40802335739136
48,104.7861168384552
49,56.447362184524536
50,107.63567662239075
51,159.82211303710938
52,99.28112149238586
53,109.23909974098206
54,236.09642124176025
55,110.03738451004028
56,61.915266275405884
57,114.46718502044678
58,279.27996277809143
59,469.6474061012268
60,497.49182987213135
61,139.82610297203064
62,838.2069096565247
63,723.526880979538
64,1256.0230379104614
65,772.2409701347351
66,967.5510718822479
67,914.0420591831207
68,843.955600976944
69,1966.2262802124023
70,513.2257606983185
71,356.97861313819885
72,540.2233080863953
73,798.2222292423248
74,792.7393019199371
75,810.5905210971832
76,1478.4045448303223
77,46.83245658874512
78,52.63548827171326
79,218.82950043678284
80,185.76184487342834
81,153.87553763389587
82,201.4063093662262
83,172.8568935394287
84,218.39574766159058
85,110.34766173362732
86,57.548872232437134
87,135.97519946098328
88,46.79619288444519
89,154.14948987960815
90,105.76649570465088
91,117.04744029045105
92,221.2651994228363
93,126.00248265266418
94,251.5211799144745
95,152.99765014648438
96,139.19388365745544
97,124.58576440811157
98,36.55901265144348
99,232.43910002708435
100,127.91911768913269
