gen,usage
0,358.62109375
1,326.390625
2,344.5703125
3,344.5703125
4,344.5703125
5,344.5703125
6,344.5703125
7,344.578125
8,344.578125
9,344.578125
10,344.578125
11,344.578125
12,344.578125
13,344.578125
14,324.79296875
15,324.79296875
16,343.46875
17,343.46875
18,343.46875
19,343.46875
20,343.46875
21,343.46875
22,343.46875
23,343.46875
24,343.46875
25,343.46875
26,368.82421875
27,368.82421875
28,323.62109375
29,325.25
30,325.25
31,325.25
32,325.25
33,325.25
34,329.15234375
35,329.15234375
36,329.15234375
37,329.15234375
38,329.15234375
39,329.15234375
40,329.15234375
41,329.15234375
42,329.15234375
43,329.15234375
44,329.15234375
45,329.15234375
46,329.15234375
47,329.15234375
48,329.15234375
49,329.15234375
50,329.15234375
51,329.15234375
52,329.15234375
53,329.15234375
54,329.15234375
55,329.15234375
56,329.15234375
57,329.15234375
58,329.15234375
59,329.15234375
60,329.15234375
61,329.15234375
62,329.15234375
63,329.15234375
64,329.15234375
65,329.15234375
66,329.15234375
67,329.15234375
68,329.15234375
69,329.15234375
70,336.984375
71,336.984375
72,336.984375
73,336.984375
74,336.984375
75,374.99609375
76,327.72265625
77,323.57421875
78,347.76953125
79,356.5546875
80,356.5546875
81,356.5546875
82,356.5546875
83,356.5546875
84,356.5546875
85,356.453125
86,356.5625
87,356.5625
88,356.5625
89,356.5625
90,348.16796875
91,370.5078125
92,346.75390625
93,354.7734375
94,354.7734375
95,365.39453125
96,392.53125
97,394.83203125
98,394.83203125
99,350.81640625
100,347.99609375
