gen,usage
0,339.0234375
1,339.0234375
2,339.0234375
3,339.0234375
4,339.0234375
5,312.19140625
6,312.19140625
7,312.19140625
8,307.03125
9,284.46875
10,326.7421875
11,326.7421875
12,326.7421875
13,326.7421875
14,326.7421875
15,326.7421875
16,307.03125
17,307.03125
18,326.7421875
19,326.7421875
20,326.7421875
21,326.7421875
22,326.7421875
23,326.7421875
24,326.7421875
25,326.7421875
26,290.05078125
27,290.05078125
28,305.078125
29,305.078125
30,290.05078125
31,303.81640625
32,303.81640625
33,303.81640625
34,337.19921875
35,337.19921875
36,337.19921875
37,320.91015625
38,320.91015625
39,302.3203125
40,302.3203125
41,320.24609375
42,320.24609375
43,284.4140625
44,333.54296875
45,333.54296875
46,301.80078125
47,301.80078125
48,301.80078125
49,301.80078125
50,301.80078125
51,301.80078125
52,301.80078125
53,287.76953125
54,288.79296875
55,288.79296875
56,313.703125
57,313.703125
58,285.22265625
59,287.7734375
60,287.7734375
61,287.78125
62,330.13671875
63,330.13671875
64,330.13671875
65,297.98046875
66,313.1640625
67,313.1640625
68,285.234375
69,292.66015625
70,339.01953125
71,339.01953125
72,285.23046875
73,288.3046875
74,338.9140625
75,338.9140625
76,338.9140625
77,292.3359375
78,292.3359375
79,292.3359375
80,338.9140625
81,338.9140625
82,338.9140625
83,338.9140625
84,325.59765625
85,325.59765625
86,325.59765625
87,338.9140625
88,338.9140625
89,338.9140625
90,338.9140625
91,338.9140625
92,338.9140625
93,338.9140625
94,338.9140625
95,338.9140625
96,338.9140625
97,338.9140625
98,338.9140625
99,338.9140625
100,338.9140625
