gen,usage
0,282.59765625
1,287.47265625
2,317.51953125
3,317.51953125
4,290.4296875
5,306.8515625
6,306.8515625
7,306.8515625
8,306.8515625
9,306.8515625
10,306.8515625
11,306.8515625
12,290.4296875
13,290.4296875
14,290.4296875
15,330.09765625
16,330.09765625
17,330.09765625
18,330.09765625
19,330.09765625
20,330.09765625
21,330.09765625
22,330.09765625
23,330.09765625
24,330.10546875
25,330.10546875
26,330.10546875
27,330.10546875
28,330.10546875
29,330.10546875
30,330.10546875
31,330.10546875
32,330.10546875
33,330.10546875
34,331.0859375
35,331.0859375
36,331.0859375
37,331.0859375
38,331.0859375
39,331.0859375
40,331.0859375
41,331.0859375
42,331.0859375
43,331.0859375
44,331.0859375
45,331.0859375
46,331.0859375
47,331.0859375
48,331.0859375
49,310.38671875
50,310.390625
51,310.390625
52,310.390625
53,310.390625
54,310.39453125
55,314.24609375
56,314.24609375
57,312.23828125
58,312.2421875
59,312.2421875
60,312.2421875
61,312.2421875
62,290.44921875
63,306.87109375
64,306.87109375
65,288.17578125
66,290.44921875
67,290.44921875
68,290.44921875
69,290.44921875
70,288.17578125
71,288.17578125
72,290.44921875
73,290.44921875
74,312.8671875
75,312.8671875
76,312.8671875
77,312.8671875
78,290.44921875
79,290.44921875
80,333.10546875
81,333.10546875
82,290.44921875
83,306.87109375
84,306.87109375
85,306.87109375
86,306.87109375
87,290.44921875
88,290.44921875
89,290.44921875
90,290.44921875
91,290.44921875
92,290.44921875
93,290.44921875
94,306.87109375
95,312.2421875
96,312.2421875
97,312.2421875
98,312.2421875
99,312.2421875
100,312.2421875
