gen,usage
0,303.7890625
1,304.7109375
2,356.578125
3,356.578125
4,356.578125
5,356.578125
6,356.578125
7,331.06640625
8,331.06640625
9,331.06640625
10,331.06640625
11,343.13671875
12,343.13671875
13,343.13671875
14,361.3125
15,361.3125
16,361.3125
17,300.6953125
18,349.63671875
19,349.63671875
20,349.63671875
21,312.94921875
22,312.94921875
23,309.96484375
24,302.546875
25,326.22265625
26,326.30078125
27,358.78125
28,358.7890625
29,358.7890625
30,358.7890625
31,324.73046875
32,324.73046875
33,324.73046875
34,324.73046875
35,324.73046875
36,324.73046875
37,309.96484375
38,352.13671875
39,352.13671875
40,352.13671875
41,352.13671875
42,352.13671875
43,352.13671875
44,352.13671875
45,310.625
46,310.625
47,355.43359375
48,355.43359375
49,306.78125
50,324.89453125
51,324.89453125
52,326.38671875
53,326.38671875
54,309.96484375
55,326.38671875
56,326.38671875
57,326.38671875
58,310.625
59,310.625
60,328.2265625
61,328.2265625
62,349.33984375
63,349.33984375
64,349.33984375
65,318.19140625
66,326.38671875
67,326.38671875
68,326.38671875
69,309.96484375
70,309.96484375
71,361.71484375
72,361.71484375
73,361.71484375
74,324.76171875
75,338.12109375
76,338.37890625
77,338.37890625
78,338.37890625
79,338.37890625
80,338.37890625
81,338.37890625
82,338.37890625
83,338.37890625
84,331.56640625
85,331.56640625
86,331.56640625
87,331.56640625
88,331.56640625
89,331.56640625
90,331.56640625
91,331.56640625
92,333.50390625
93,336.58984375
94,336.58984375
95,336.58984375
96,336.58984375
97,336.58984375
98,336.58984375
99,333.50390625
100,333.50390625
