gen,time
0,327.6267294883728
1,222.88859272003174
2,67.72469854354858
3,121.93101620674133
4,143.79898262023926
5,331.3975474834442
6,204.42988920211792
7,21.489837884902954
8,19.492037534713745
9,66.84098172187805
10,58.559359550476074
11,67.00689458847046
12,38.545931339263916
13,39.74450182914734
14,71.04635000228882
15,61.57954454421997
16,42.00890827178955
17,118.66994595527649
18,47.00119066238403
19,69.90527415275574
20,79.77101969718933
21,116.90020656585693
22,66.94781589508057
23,93.50651025772095
24,129.43161416053772
25,80.72425889968872
26,69.71470618247986
27,204.69150948524475
28,326.5113716125488
29,140.7200963497162
30,62.56574082374573
31,164.99926209449768
32,174.56536173820496
33,80.79174160957336
34,109.29556679725647
35,323.234610080719
36,113.37123608589172
37,204.2474160194397
38,93.61144208908081
39,88.75153493881226
40,150.98727107048035
41,304.2005579471588
42,41.71070742607117
43,39.089974880218506
44,62.9427592754364
45,63.32754421234131
46,123.94986748695374
47,139.56329798698425
48,101.28105449676514
49,74.90533661842346
50,97.98316931724548
51,1069.2456724643707
52,2027.8223843574524
53,1153.369600057602
54,1758.3259146213531
55,2923.8301508426666
56,2746.2570593357086
57,2491.6312000751495
58,3107.381807565689
59,2255.824015378952
60,2037.8339848518372
61,4041.828498363495
62,973.1465485095978
63,541.004998922348
64,1323.115592956543
65,1998.8429596424103
66,1302.2657556533813
67,2381.99400138855
68,1445.6847839355469
69,1454.9161505699158
70,1766.2917141914368
71,1593.449729681015
72,1467.3067119121552
73,1425.8862493038177
74,1500.2887868881226
75,1683.6378192901611
76,1471.6445908546448
77,1069.5535960197449
78,837.1895844936371
79,1221.7122502326965
80,750.2008717060089
81,1122.4218525886536
82,1933.623257637024
83,1058.7527101039886
84,1061.9895243644714
85,762.3349978923798
86,1070.6603894233704
87,1170.1962628364563
88,1025.6514058113098
89,1083.2938177585602
90,831.4532923698425
91,816.6807961463928
92,731.016943693161
93,822.5681266784668
94,517.9944682121277
95,1100.582291841507
96,819.3860306739807
97,788.5248320102692
98,841.5829870700836
99,873.7058017253876
100,863.8168478012085
