gen,usage
0,285.38671875
1,285.38671875
2,295.9765625
3,295.9765625
4,295.9765625
5,335.91796875
6,335.91796875
7,335.91796875
8,335.91796875
9,335.91796875
10,335.91796875
11,335.91796875
12,335.91796875
13,290.44921875
14,290.44921875
15,290.44921875
16,290.44921875
17,290.44921875
18,290.44921875
19,290.44921875
20,290.44921875
21,290.44921875
22,290.44921875
23,290.44921875
24,290.44921875
25,307.37890625
26,290.44921875
27,290.72265625
28,305.7109375
29,305.21875
30,305.21875
31,293.69921875
32,293.69921875
33,293.69921875
34,293.69921875
35,293.69921875
36,290.44921875
37,290.44921875
38,290.44921875
39,304.0390625
40,304.0390625
41,304.0390625
42,330.1171875
43,341.484375
44,341.484375
45,341.484375
46,341.484375
47,296.765625
48,289.53515625
49,333.5390625
50,301.61328125
51,314.33984375
52,333.5390625
53,309.05859375
54,309.05859375
55,309.05078125
56,309.15234375
57,297.76171875
58,297.45703125
59,342.80078125
60,342.80078125
61,309.05078125
62,309.05078125
63,309.05078125
64,309.05078125
65,309.05078125
66,309.05078125
67,309.05078125
68,309.05078125
69,309.05078125
70,333.22265625
71,333.22265625
72,333.22265625
73,333.22265625
74,333.22265625
75,308.41015625
76,286.36328125
77,290.23828125
78,291.21875
79,314.3671875
80,314.3671875
81,314.3671875
82,314.3671875
83,294.1875
84,333.484375
85,312.875
86,308.375
87,314.328125
88,342.7421875
89,342.7421875
90,342.7421875
91,342.7421875
92,312.5546875
93,312.5546875
94,312.5546875
95,312.5546875
96,312.5546875
97,312.5546875
98,312.5546875
99,312.5546875
100,312.5546875
