gen,time
0,407.41533970832825
1,177.68590593338013
2,41.75971031188965
3,94.13458704948425
4,127.95808434486389
5,170.02381205558777
6,254.69038939476013
7,221.0156934261322
8,358.1302947998047
9,117.16623306274414
10,143.0158143043518
11,239.74194431304932
12,180.72840571403503
13,249.80381083488464
14,161.89873909950256
15,228.40026569366455
16,191.96444702148438
17,211.33230590820312
18,135.67734503746033
19,101.07797336578369
20,95.32431721687317
21,128.79430389404297
22,165.68898344039917
23,146.56270122528076
24,147.34964895248413
25,297.11582136154175
26,171.24626064300537
27,108.0743408203125
28,112.21866631507874
29,248.0040066242218
30,221.44684600830078
31,132.96222496032715
32,174.15574073791504
33,169.73654651641846
34,126.56355953216553
35,129.919606924057
36,131.43773770332336
37,116.54912424087524
38,96.97933554649353
39,112.06488943099976
40,136.86610412597656
41,319.83360481262207
42,119.47611403465271
43,196.33374786376953
44,109.04539108276367
45,151.78140902519226
46,233.14439368247986
47,159.16139245033264
48,145.1270956993103
49,162.30994200706482
50,223.7190842628479
51,165.26449251174927
52,209.1827690601349
53,354.40769052505493
54,212.92432045936584
55,377.35921239852905
56,223.7829670906067
57,232.72895669937134
58,290.9250738620758
59,404.90647745132446
60,172.29133129119873
61,187.73119473457336
62,246.35263419151306
63,178.0080075263977
64,133.9281620979309
65,91.06508755683899
66,124.83089900016785
67,76.61543083190918
68,248.54934167861938
69,101.22867035865784
70,133.75094771385193
71,113.84177374839783
72,125.52736926078796
73,138.98586702346802
74,117.04230904579163
75,84.78470754623413
76,126.14705204963684
77,90.5839958190918
78,80.92838549613953
79,62.21096754074097
80,153.74633836746216
81,135.45069885253906
82,113.11006832122803
83,273.8270037174225
84,206.92394733428955
85,317.0292911529541
86,189.61212038993835
87,123.11320996284485
88,115.78245258331299
89,136.33909821510315
90,138.48516464233398
91,141.11117672920227
92,141.38330721855164
93,158.07360458374023
94,139.76240730285645
95,215.90605425834656
96,167.12413954734802
97,215.42707753181458
98,142.48654627799988
99,115.8591947555542
100,208.39661860466003
