pipeline,cv_score,generation,holdout_score,holdout_roc_auc_score
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,0,0.7126861838726246,0.7832049306625577
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,1,0.7126861838726246,0.7832049306625577
"BernoulliNB(MultinomialNB(input_matrix, MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=True), BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7808350803633822,1,0.7177195685670261,0.7843348741653825
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,2,0.7126861838726246,0.7832049306625577
"BernoulliNB(MultinomialNB(input_matrix, MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=True), BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7808350803633822,2,0.7177195685670261,0.7843348741653825
"GaussianNB(ExtraTreesClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.01, MLPClassifier__learning_rate_init=0.01), ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=gini, ExtraTreesClassifier__max_features=0.7000000000000001, ExtraTreesClassifier__min_samples_leaf=6, ExtraTreesClassifier__min_samples_split=10, ExtraTreesClassifier__n_estimators=100))",0.8024960691823899,2,0.7421674370826914,0.8107344632768362
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,3,0.7126861838726246,0.7832049306625577
"MultinomialNB(ExtraTreesClassifier(input_matrix, ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=entropy, ExtraTreesClassifier__max_features=0.8500000000000001, ExtraTreesClassifier__min_samples_leaf=18, ExtraTreesClassifier__min_samples_split=16, ExtraTreesClassifier__n_estimators=100), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7845911949685535,3,0.7161273754494093,0.7950693374422189
"GaussianNB(ExtraTreesClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01), ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=gini, ExtraTreesClassifier__max_features=0.7000000000000001, ExtraTreesClassifier__min_samples_leaf=6, ExtraTreesClassifier__min_samples_split=10, ExtraTreesClassifier__n_estimators=100))",0.8145794025157234,3,0.7546995377503852,0.8067796610169491
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,4,0.7126861838726246,0.7832049306625577
"MultinomialNB(MLPClassifier(input_matrix, MLPClassifier__alpha=0.0001, MLPClassifier__learning_rate_init=0.01), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7935840321453529,4,0.7223934257832563,0.8002054442732409
"GaussianNB(ExtraTreesClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01), ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=gini, ExtraTreesClassifier__max_features=0.7000000000000001, ExtraTreesClassifier__min_samples_leaf=6, ExtraTreesClassifier__min_samples_split=10, ExtraTreesClassifier__n_estimators=100))",0.8145794025157234,4,0.7456086286594761,0.8064714946070878
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,5,0.7126861838726246,0.7832049306625577
"MultinomialNB(MLPClassifier(input_matrix, MLPClassifier__alpha=0.0001, MLPClassifier__learning_rate_init=0.01), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7935840321453529,5,0.736517719568567,0.8032871083718541
"GaussianNB(ExtraTreesClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01), ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=gini, ExtraTreesClassifier__max_features=0.7000000000000001, ExtraTreesClassifier__min_samples_leaf=6, ExtraTreesClassifier__min_samples_split=10, ExtraTreesClassifier__n_estimators=100))",0.8145794025157234,5,0.7512583461736004,0.8031330251669234
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,6,0.7126861838726246,0.7832049306625577
"MultinomialNB(MLPClassifier(input_matrix, MLPClassifier__alpha=0.0001, MLPClassifier__learning_rate_init=0.01), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7935840321453529,6,0.7252182845403184,0.7998972778633796
"GaussianNB(ExtraTreesClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01), ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=gini, ExtraTreesClassifier__max_features=0.7000000000000001, ExtraTreesClassifier__min_samples_leaf=6, ExtraTreesClassifier__min_samples_split=10, ExtraTreesClassifier__n_estimators=100))",0.8145794025157234,6,0.7666153055983564,0.809758602978942
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,7,0.7126861838726246,0.7832049306625577
"MultinomialNB(MLPClassifier(input_matrix, MLPClassifier__alpha=0.0001, MLPClassifier__learning_rate_init=0.01), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7935840321453529,7,0.7133025166923472,0.798356445814073
"GaussianNB(ExtraTreesClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01), ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=gini, ExtraTreesClassifier__max_features=0.7000000000000001, ExtraTreesClassifier__min_samples_leaf=6, ExtraTreesClassifier__min_samples_split=10, ExtraTreesClassifier__n_estimators=100))",0.8145794025157234,7,0.7569080636877248,0.8152028762198253
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,8,0.7126861838726246,0.7832049306625577
"MultinomialNB(MLPClassifier(input_matrix, MLPClassifier__alpha=0.0001, MLPClassifier__learning_rate_init=0.01), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7935840321453529,8,0.7443759630200308,0.8049306625577812
"GaussianNB(ExtraTreesClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01), ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=gini, ExtraTreesClassifier__max_features=0.7000000000000001, ExtraTreesClassifier__min_samples_leaf=6, ExtraTreesClassifier__min_samples_split=10, ExtraTreesClassifier__n_estimators=100))",0.8145794025157234,8,0.7575243965074474,0.8101694915254237
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,9,0.7126861838726246,0.7832049306625577
"MultinomialNB(MLPClassifier(input_matrix, MLPClassifier__alpha=0.0001, MLPClassifier__learning_rate_init=0.01), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7935840321453529,9,0.7534668721109399,0.8117103235747304
"GaussianNB(ExtraTreesClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01), ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=gini, ExtraTreesClassifier__max_features=0.7000000000000001, ExtraTreesClassifier__min_samples_leaf=6, ExtraTreesClassifier__min_samples_split=10, ExtraTreesClassifier__n_estimators=100))",0.8145794025157234,9,0.7807395993836672,0.8106317411402157
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,10,0.7126861838726246,0.7832049306625577
"MultinomialNB(MLPClassifier(input_matrix, MLPClassifier__alpha=0.0001, MLPClassifier__learning_rate_init=0.01), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7935840321453529,10,0.736517719568567,0.8050333846944017
"GaussianNB(ExtraTreesClassifier(MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01), ExtraTreesClassifier__bootstrap=True, ExtraTreesClassifier__criterion=gini, ExtraTreesClassifier__max_features=0.7000000000000001, ExtraTreesClassifier__min_samples_leaf=6, ExtraTreesClassifier__min_samples_split=10, ExtraTreesClassifier__n_estimators=100))",0.8145794025157234,10,0.7575243965074474,0.8152542372881356
"BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)",0.7768243361285814,11,0.7126861838726246,0.7832049306625577
"MultinomialNB(MLPClassifier(input_matrix, MLPClassifier__alpha=0.0001, MLPClassifier__learning_rate_init=0.01), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False)",0.7935840321453529,11,0.736517719568567,0.8090395480225989
