gen,time
0,210.97302079200745
1,223.36099123954773
2,62.84977459907532
3,56.68271207809448
4,108.41490721702576
5,58.8054301738739
6,76.96831274032593
7,51.848554372787476
8,65.32722640037537
9,70.33353638648987
10,72.4599449634552
11,351.7086215019226
12,69.08210945129395
13,121.47809314727783
14,458.2085371017456
15,190.2666530609131
16,968.333958864212
17,1618.9852623939514
18,489.88586139678955
19,370.5492248535156
20,306.6997854709625
21,541.1666269302368
22,330.80296421051025
23,297.9143588542938
24,340.6192259788513
25,345.8197445869446
26,740.8781569004059
27,543.223548412323
28,367.8557584285736
29,335.57187056541443
30,423.15774154663086
31,461.67997670173645
32,384.85717368125916
33,452.7477011680603
34,385.888041973114
35,363.0707633495331
36,379.9350805282593
37,315.9412045478821
38,423.7823474407196
39,241.59671211242676
40,246.1083221435547
41,419.61871099472046
42,470.99760127067566
43,579.5480790138245
44,416.3395700454712
45,463.33798122406006
46,460.16909408569336
47,444.32292675971985
48,547.2268841266632
49,479.96661353111267
50,514.4566459655762
51,607.15580701828
52,376.12286376953125
53,597.8012025356293
54,486.27576208114624
55,370.8829245567322
56,404.21227049827576
57,276.44485545158386
58,272.4565761089325
59,250.9487943649292
60,277.5665559768677
61,375.8361258506775
62,356.7103474140167
63,268.92535185813904
64,290.68020153045654
65,213.4726152420044
66,385.87631583213806
67,239.84619688987732
68,336.78692531585693
69,319.1856141090393
70,289.2745237350464
71,257.97567558288574
72,523.370527267456
73,266.30599331855774
74,223.14619874954224
75,277.8178255558014
76,412.81564712524414
77,270.6387288570404
78,168.38146114349365
79,185.73317432403564
80,507.64595890045166
81,191.47916841506958
82,194.90806221961975
83,107.56527042388916
84,335.73247742652893
85,85.22347331047058
86,519.5121915340424
87,89.51511573791504
88,145.12211394309998
89,308.7746193408966
90,202.94716906547546
91,161.2276749610901
92,319.7547957897186
93,301.2890431880951
94,455.5698256492615
95,75.70753645896912
96,155.68539929389954
97,214.99180126190186
98,294.4964578151703
99,234.5453405380249
100,397.89053893089294
