gen,usage
0,392.765625
1,392.765625
2,392.765625
3,392.765625
4,392.765625
5,392.765625
6,392.765625
7,392.765625
8,392.765625
9,392.765625
10,392.671875
11,392.765625
12,392.765625
13,392.765625
14,401.12890625
15,401.12890625
16,401.12890625
17,401.12890625
18,394.71875
19,394.71875
20,394.71875
21,390.703125
22,390.703125
23,390.703125
24,390.703125
25,368.06640625
26,392.65234375
27,412.04296875
28,412.04296875
29,412.04296875
30,412.04296875
31,412.04296875
32,412.04296875
33,368.390625
34,368.390625
35,368.16015625
36,371.25
37,391.48046875
38,362.68359375
39,397.55078125
40,397.55078125
41,397.55078125
42,367.93359375
43,368.390625
44,368.390625
45,364.28125
46,364.28125
47,391.48046875
48,391.48046875
49,391.48046875
50,391.48046875
51,394.73046875
52,397.55078125
53,397.55078125
54,397.55078125
55,367.9296875
56,367.9296875
57,367.9296875
58,367.9296875
59,367.9296875
60,367.9296875
61,367.9296875
62,367.9296875
63,367.9296875
64,367.9296875
65,367.9296875
66,367.9296875
67,367.9296875
68,367.9296875
69,367.9296875
70,367.9296875
71,367.9296875
72,367.9296875
73,367.9296875
74,367.9296875
75,367.9296875
76,367.9296875
77,367.9296875
78,367.9296875
79,367.9296875
80,367.9296875
81,367.9296875
82,367.9296875
83,367.9296875
84,367.9296875
85,367.9296875
86,367.9296875
87,367.9296875
88,367.9296875
89,367.9296875
90,367.9296875
91,367.9296875
92,367.9296875
93,368.39453125
94,368.39453125
95,368.39453125
96,368.39453125
97,368.39453125
98,368.39453125
99,368.39453125
100,368.39453125
