gen,usage
0,317.2890625
1,287.90234375
2,287.90234375
3,336.0078125
4,336.0078125
5,336.0078125
6,336.0078125
7,282.24609375
8,285.4765625
9,283.62890625
10,283.62890625
11,285.4765625
12,285.4765625
13,287.453125
14,304.85546875
15,282.25390625
16,292.65234375
17,292.65234375
18,329.96484375
19,329.96484375
20,329.96484375
21,329.96484375
22,285.7265625
23,290.85546875
24,290.85546875
25,290.85546875
26,290.85546875
27,290.85546875
28,282.55859375
29,285.7890625
30,285.7890625
31,285.7890625
32,306.265625
33,306.265625
34,306.265625
35,306.265625
36,290.859375
37,290.859375
38,290.859375
39,290.859375
40,307.27734375
41,307.27734375
42,307.27734375
43,307.27734375
44,317.48046875
45,317.48046875
46,317.48046875
47,317.48046875
48,317.48046875
49,317.48046875
50,312.6484375
51,312.6484375
52,312.6484375
53,317.48046875
54,317.48046875
55,317.48046875
56,317.48046875
57,317.48046875
58,317.48046875
59,317.48046875
60,317.48046875
61,317.48046875
62,317.48046875
63,317.48046875
64,317.48046875
65,317.48046875
66,317.48046875
67,317.48046875
68,279.921875
69,281.77734375
70,330.5390625
71,330.5390625
72,330.5390625
73,330.5390625
74,330.5390625
75,330.5390625
76,330.5390625
77,330.5390625
78,330.5390625
79,330.5390625
80,330.5390625
81,330.5390625
82,295.171875
83,295.171875
84,295.171875
85,295.171875
86,295.171875
87,295.1796875
88,295.1796875
89,295.1796875
90,312.45703125
91,312.45703125
92,312.45703125
93,312.45703125
94,312.45703125
95,312.45703125
96,313.09765625
97,313.09765625
98,313.09765625
99,313.09765625
100,312.45703125
