gen,time
0,508.1255826950073
1,378.9284698963165
2,66.2169599533081
3,134.62139058113098
4,166.11110401153564
5,142.2635371685028
6,156.55051827430725
7,245.84851336479187
8,207.19673204421997
9,210.10480737686157
10,134.94437980651855
11,390.92765498161316
12,395.15219140052795
13,393.8802034854889
14,230.83875441551208
15,208.62281203269958
16,239.6295144557953
17,235.51870441436768
18,599.8243861198425
19,281.0259220600128
20,211.80079340934753
21,252.87977838516235
22,256.82714581489563
23,142.2250850200653
24,221.72001385688782
25,559.7028455734253
26,344.4242730140686
27,446.5223731994629
28,382.710134267807
29,310.31583738327026
30,455.9315881729126
31,508.6223874092102
32,462.8805658817291
33,383.3838701248169
34,569.6899375915527
35,462.12869334220886
36,432.31237959861755
37,534.2306039333344
38,460.2422709465027
39,527.0537240505219
40,479.2743151187897
41,647.9273533821106
42,571.4727504253387
43,491.0854318141937
44,536.9663817882538
45,563.6313076019287
46,508.6968786716461
47,413.8022735118866
48,531.348219871521
49,404.8974106311798
50,518.6850397586823
51,622.4430584907532
52,556.6221134662628
53,437.85763239860535
54,528.5959434509277
55,614.3130898475647
56,470.82387828826904
57,505.9504292011261
58,524.3816518783569
59,497.6877992153168
60,441.892306804657
61,521.5094487667084
62,445.7703444957733
63,363.2921874523163
64,543.585618019104
65,577.7338418960571
66,512.5529792308807
67,498.6113383769989
68,542.0062072277069
69,647.133540391922
70,495.3090100288391
71,381.2664108276367
72,686.5347912311554
73,480.6972243785858
74,545.4769413471222
75,542.1611618995667
76,619.4905285835266
77,529.5847275257111
78,502.68023562431335
79,543.2216911315918
80,493.884640455246
81,520.4225034713745
82,510.13329672813416
83,521.4978601932526
84,495.36546087265015
85,668.9454092979431
86,559.957558631897
87,463.74493074417114
88,651.3846852779388
89,475.84829664230347
90,274.02843499183655
91,419.4128620624542
92,151.80507135391235
93,162.9276819229126
94,166.74290347099304
95,135.5401439666748
96,177.35835599899292
97,202.1377773284912
98,254.38608860969543
99,206.6873173713684
100,224.7736177444458
