gen,usage
0,334.8359375
1,334.8359375
2,334.8359375
3,334.8359375
4,334.8359375
5,334.8359375
6,334.8359375
7,334.8359375
8,334.8359375
9,334.8359375
10,334.8359375
11,334.8359375
12,334.8359375
13,334.8359375
14,334.8359375
15,334.8359375
16,334.8359375
17,326.78125
18,326.78125
19,328.6171875
20,328.6171875
21,328.6171875
22,328.6171875
23,333.44921875
24,333.44921875
25,333.44921875
26,333.44921875
27,333.44921875
28,328.6171875
29,328.6171875
30,333.44921875
31,333.44921875
32,333.44921875
33,333.44921875
34,333.44921875
35,333.44921875
36,328.6171875
37,328.6171875
38,349.4765625
39,349.4765625
40,349.4765625
41,349.4765625
42,349.4765625
43,349.4765625
44,349.4765625
45,349.4765625
46,349.4765625
47,349.4765625
48,349.4765625
49,349.4765625
50,349.4765625
51,349.4765625
52,333.44921875
53,298.69140625
54,303.4765625
55,303.4765625
56,303.4765625
57,303.4765625
58,303.484375
59,358.5703125
60,358.5703125
61,358.5703125
62,306.82421875
63,306.82421875
64,298.69140625
65,298.69140625
66,299.05859375
67,309.015625
68,309.015625
69,309.015625
70,309.015625
71,309.015625
72,309.015625
73,309.015625
74,301.76171875
75,301.76171875
76,301.76171875
77,303.4765625
78,303.4765625
79,304.3125
80,304.3125
81,301.76171875
82,301.76171875
83,303.4765625
84,358.5703125
85,309.015625
86,309.015625
87,309.015625
88,309.015625
89,358.5703125
90,358.5703125
91,358.5703125
92,358.5703125
93,358.5703125
94,358.5703125
95,358.5703125
96,358.5703125
97,358.5703125
98,358.5703125
99,358.5703125
100,358.5703125
