gen,usage
0,318.7578125
1,321.0546875
2,321.0546875
3,321.0546875
4,321.0546875
5,321.0546875
6,321.0546875
7,321.0546875
8,321.0546875
9,321.0546875
10,321.0546875
11,283.89453125
12,292.19140625
13,292.19140625
14,308.61328125
15,308.61328125
16,308.61328125
17,308.61328125
18,308.61328125
19,308.61328125
20,308.61328125
21,308.61328125
22,308.61328125
23,308.61328125
24,308.6171875
25,308.6171875
26,308.6171875
27,308.6171875
28,308.6171875
29,308.6171875
30,308.6171875
31,316.26953125
32,331.87890625
33,316.26953125
34,314.30078125
35,303.3046875
36,303.3046875
37,303.3046875
38,303.3046875
39,303.3046875
40,331.8671875
41,331.8671875
42,331.8671875
43,331.8671875
44,314.546875
45,314.546875
46,314.546875
47,292.1953125
48,292.1953125
49,292.1953125
50,334.3671875
51,334.3671875
52,318.8203125
53,312.2890625
54,312.2890625
55,312.2890625
56,312.2890625
57,312.2890625
58,312.2890625
59,312.2890625
60,312.2890625
61,312.2890625
62,318.8203125
63,318.8203125
64,318.8203125
65,318.8203125
66,312.2890625
67,312.2890625
68,312.2890625
69,312.2890625
70,312.2890625
71,312.2890625
72,312.2890625
73,312.2890625
74,312.2890625
75,292.1953125
76,318.76171875
77,318.76171875
78,318.76171875
79,318.76171875
80,318.76171875
81,307.6171875
82,307.6171875
83,307.6171875
84,289.4296875
85,289.4296875
86,289.4296875
87,308.6171875
88,308.6171875
89,308.6171875
90,308.6171875
91,322.3984375
92,322.421875
93,314.0078125
94,314.0078125
95,314.0078125
96,335.1484375
97,314.6328125
98,342.33984375
99,289.44921875
100,289.44921875
