gen,usage
0,283.19140625
1,283.8515625
2,283.94921875
3,284.2578125
4,284.34375
5,289.73046875
6,293.5078125
7,293.69921875
8,293.81640625
9,293.87109375
10,293.98046875
11,318.01171875
12,318.0546875
13,318.12109375
14,279.5078125
15,279.53125
16,306.29296875
17,211.65625
18,191.19921875
19,191.34375
20,189.85546875
21,193.53515625
22,193.95703125
23,194.2421875
24,194.296875
25,211.359375
26,207.5
27,190.6328125
28,191.140625
29,213.484375
30,216.6328125
31,216.91796875
32,217.046875
33,217.2578125
34,217.30859375
35,217.33984375
36,217.49609375
37,217.5703125
38,217.984375
39,218.01171875
40,218.05859375
41,219.51953125
42,219.5625
43,219.6640625
44,197.1328125
45,236.02734375
46,226.078125
47,235.5703125
48,275.9765625
49,279.33203125
50,229.42578125
51,232.515625
52,232.55859375
53,281.68359375
54,281.78515625
55,281.78515625
56,281.8125
57,281.90625
58,281.95703125
59,282.0703125
60,236.3125
61,239.58203125
62,281.75390625
63,281.79296875
64,281.8671875
65,245.03125
66,253.0546875
67,253.09375
68,254.51171875
69,254.57421875
70,254.609375
71,261.78125
72,261.9140625
73,261.921875
74,261.96875
75,261.98046875
76,262.10546875
77,285.28125
78,285.36328125
79,285.38671875
80,285.4375
81,293.546875
82,298.23828125
83,256.34375
84,257.19921875
85,281.19921875
86,256.88671875
87,257.9921875
88,276.875
89,282.72265625
90,282.734375
91,283.609375
92,283.609375
93,283.609375
94,251.5703125
95,306.17578125
96,306.1875
97,306.3203125
98,306.33984375
99,285.42578125
100,256.41796875
