gen,time
0,734.5053498744965
1,809.1711287498474
2,40.74185395240784
3,87.83424639701843
4,103.95482683181763
5,184.23158311843872
6,102.0408103466034
7,202.04785871505737
8,239.11366772651672
9,310.4701850414276
10,270.331604719162
11,355.065660238266
12,499.78198409080505
13,433.0703454017639
14,260.94464778900146
15,304.0216257572174
16,265.863716840744
17,296.5540053844452
18,294.1920700073242
19,448.2071237564087
20,276.1912672519684
21,321.5089280605316
22,304.17234349250793
23,201.8755180835724
24,180.42716813087463
25,289.5365812778473
26,49.299580574035645
27,55.810383319854736
28,37.85477423667908
29,110.16679191589355
30,157.3963601589203
31,375.05778312683105
32,333.7712495326996
33,88.72811841964722
34,50.684508323669434
35,93.72010540962219
36,83.88587141036987
37,201.77738165855408
38,569.0052978992462
39,763.2773592472076
40,1514.533840417862
41,435.4346995353699
42,123.38456583023071
43,262.7382380962372
44,157.39981174468994
45,284.6503508090973
46,403.2045018672943
47,53.30345344543457
48,35.44179320335388
49,80.89856314659119
50,210.46764731407166
51,452.25576519966125
52,756.1201746463776
53,387.23557019233704
54,363.2099425792694
55,336.3112955093384
56,239.91832184791565
57,125.88939046859741
58,112.25703597068787
59,144.63394212722778
60,361.7160134315491
61,360.35075759887695
62,627.9312314987183
63,368.21142840385437
64,377.578736782074
65,198.66776633262634
66,309.7484040260315
67,370.98669695854187
68,427.02282786369324
69,252.13049173355103
70,380.409786939621
71,404.51784229278564
72,251.90281772613525
73,419.8912196159363
74,764.4932115077972
75,604.54696393013
76,975.7825572490692
77,678.3059227466583
78,301.9009358882904
79,282.62710976600647
80,299.0809202194214
81,29.940213680267334
82,94.26418161392212
83,223.27148866653442
84,82.89923000335693
85,76.85828924179077
86,138.33838152885437
87,292.6974039077759
88,343.59575939178467
89,376.843843460083
90,204.24959516525269
91,292.63226079940796
92,205.37999892234802
93,267.81196451187134
94,229.58553504943848
95,294.8336732387543
96,250.18613481521606
97,176.57885789871216
98,159.0359447002411
99,191.84201192855835
100,144.11057710647583
