gen,usage
0,384.609375
1,384.609375
2,365.015625
3,365.015625
4,365.015625
5,384.609375
6,384.609375
7,384.609375
8,384.609375
9,390.50390625
10,390.50390625
11,390.50390625
12,390.50390625
13,390.50390625
14,367.78125
15,367.78125
16,367.78125
17,390.50390625
18,390.50390625
19,390.50390625
20,390.50390625
21,390.50390625
22,390.50390625
23,390.50390625
24,390.50390625
25,390.50390625
26,390.50390625
27,390.50390625
28,390.50390625
29,390.50390625
30,390.50390625
31,390.50390625
32,390.50390625
33,390.50390625
34,397.171875
35,397.171875
36,397.171875
37,397.171875
38,397.171875
39,397.171875
40,392.33984375
41,392.33984375
42,392.33984375
43,413.19921875
44,390.50390625
45,390.50390625
46,390.50390625
47,390.50390625
48,397.171875
49,392.33984375
50,392.33984375
51,392.33984375
52,390.50390625
53,390.50390625
54,363.3828125
55,369.109375
56,369.109375
57,369.109375
58,369.109375
59,369.109375
60,369.109375
61,369.109375
62,369.109375
63,369.109375
64,369.109375
65,369.109375
66,369.109375
67,369.109375
68,369.109375
69,369.109375
70,369.109375
71,369.109375
72,369.109375
73,400.72265625
74,400.72265625
75,400.72265625
76,400.72265625
77,400.72265625
78,397.109375
79,397.109375
80,397.109375
81,397.109375
82,397.109375
83,390.50390625
84,390.50390625
85,397.171875
86,397.171875
87,397.171875
88,397.171875
89,397.171875
90,397.171875
91,397.171875
92,397.171875
93,397.171875
94,397.171875
95,397.171875
96,397.171875
97,397.171875
98,397.171875
99,397.171875
100,397.171875
