gen,time
0,304.9731402397156
1,167.74533009529114
2,123.71055293083191
3,120.33191704750061
4,39.887473821640015
5,213.74722981452942
6,79.23438262939453
7,142.84173250198364
8,146.08667492866516
9,148.51873993873596
10,28.25304412841797
11,79.16175699234009
12,118.41488695144653
13,100.15765595436096
14,110.3900101184845
15,114.56029295921326
16,53.74421000480652
17,56.60156869888306
18,116.32316207885742
19,110.02340984344482
20,238.4802463054657
21,95.29167103767395
22,46.39129161834717
23,73.57704639434814
24,168.38711142539978
25,131.09808611869812
26,174.04132676124573
27,108.79343461990356
28,69.4894597530365
29,141.7894480228424
30,136.26194620132446
31,130.38569021224976
32,166.5469250679016
33,385.1522696018219
34,100.00769853591919
35,209.23578643798828
36,329.93706703186035
37,621.9027280807495
38,493.3879611492157
39,585.84765458107
40,533.7293894290924
41,625.3613603115082
42,817.0160486698151
43,523.4350526332855
44,501.0743010044098
45,334.89543557167053
46,430.8805947303772
47,462.0689685344696
48,373.76074051856995
49,255.01456713676453
50,149.5095899105072
51,327.07173204421997
52,144.4096884727478
53,273.5985460281372
54,242.32872128486633
55,516.7040379047394
56,330.071227312088
57,150.66217374801636
58,135.29039096832275
59,243.31008911132812
60,289.1952097415924
61,246.87357568740845
62,155.18966817855835
63,446.8052968978882
64,162.29494404792786
65,190.98866844177246
66,266.4647240638733
67,602.4461004734039
68,341.5172049999237
69,211.09046959877014
70,241.98223757743835
71,206.60461139678955
72,784.5860457420349
73,568.9247963428497
74,339.06269884109497
75,635.4816975593567
76,346.38133096694946
77,368.3757495880127
78,375.871440410614
79,441.6545674800873
80,360.18108105659485
81,593.0453810691833
82,651.5563611984253
83,376.7822859287262
84,293.91428422927856
85,166.79760885238647
86,358.24395990371704
87,1323.2393922805786
88,454.1101818084717
89,260.7921643257141
90,582.4851233959198
91,399.2225477695465
92,349.476446390152
93,320.3517668247223
94,364.8933312892914
95,347.73947644233704
96,331.9762177467346
97,398.28086495399475
98,286.4837980270386
99,332.3398358821869
100,332.9506561756134
