gen,usage
0,301.85546875
1,303.29296875
2,303.296875
3,303.296875
4,332.3984375
5,332.3984375
6,332.40234375
7,332.40625
8,332.4140625
9,338.6953125
10,338.69921875
11,338.69921875
12,338.69921875
13,338.69921875
14,338.69921875
15,338.69921875
16,338.69921875
17,338.69921875
18,338.69921875
19,338.69921875
20,338.69921875
21,338.69921875
22,338.69921875
23,338.69921875
24,338.69921875
25,338.69921875
26,338.69921875
27,338.69921875
28,338.69921875
29,338.69921875
30,338.69921875
31,338.69921875
32,338.69921875
33,317.1640625
34,317.1640625
35,326.6171875
36,326.6171875
37,326.6328125
38,326.6328125
39,326.6328125
40,326.6328125
41,326.6328125
42,326.6328125
43,326.6328125
44,326.6328125
45,326.6328125
46,329.60546875
47,329.60546875
48,329.60546875
49,329.60546875
50,329.60546875
51,329.60546875
52,329.60546875
53,329.60546875
54,329.60546875
55,329.60546875
56,329.60546875
57,329.60546875
58,329.60546875
59,329.60546875
60,329.60546875
61,329.60546875
62,329.60546875
63,329.60546875
64,329.60546875
65,329.60546875
66,329.60546875
67,329.60546875
68,329.60546875
69,329.60546875
70,329.60546875
71,329.60546875
72,329.60546875
73,329.60546875
74,329.60546875
75,329.60546875
76,329.60546875
77,329.60546875
78,329.60546875
79,329.60546875
80,329.60546875
81,329.60546875
82,329.60546875
83,329.60546875
84,329.60546875
85,329.60546875
86,329.60546875
87,329.60546875
88,329.60546875
89,329.60546875
90,329.60546875
91,329.60546875
92,329.60546875
93,329.60546875
94,329.60546875
95,329.60546875
96,329.60546875
97,329.60546875
98,329.60546875
99,329.60546875
100,329.60546875
