gen,usage
0,337.94140625
1,362.55078125
2,362.5859375
3,362.5859375
4,362.5859375
5,299.23046875
6,360.98828125
7,360.98828125
8,360.98828125
9,360.98828125
10,360.98828125
11,360.98828125
12,360.98828125
13,339.734375
14,339.734375
15,339.734375
16,335.15625
17,337.71875
18,338.55078125
19,339.671875
20,339.734375
21,339.734375
22,339.734375
23,339.734375
24,306.328125
25,334.92578125
26,334.92578125
27,334.92578125
28,334.92578125
29,311.53125
30,308.5078125
31,308.5078125
32,345.671875
33,345.671875
34,346.578125
35,346.578125
36,346.578125
37,346.578125
38,348.97265625
39,342.51171875
40,342.51171875
41,342.51171875
42,342.51171875
43,342.51171875
44,342.51171875
45,342.51171875
46,342.51171875
47,342.51171875
48,342.51171875
49,309.33984375
50,309.33984375
51,309.33984375
52,309.33984375
53,326.97265625
54,326.97265625
55,309.33984375
56,309.33984375
57,309.33984375
58,309.33984375
59,326.97265625
60,309.33984375
61,331.1328125
62,309.33984375
63,309.33984375
64,309.33984375
65,309.33984375
66,309.33984375
67,309.33984375
68,309.33984375
69,309.33984375
70,309.33984375
71,309.33984375
72,309.33984375
73,309.33984375
74,309.33984375
75,309.33984375
76,309.33984375
77,309.33984375
78,309.33984375
79,309.33984375
80,309.33984375
81,309.33984375
82,309.33984375
83,309.33984375
84,309.33984375
85,349.0234375
86,349.0234375
87,331.1328125
88,331.1328125
89,326.97265625
90,326.97265625
91,326.97265625
92,326.97265625
93,326.97265625
94,326.97265625
95,326.97265625
96,326.97265625
97,326.97265625
98,326.97265625
99,326.97265625
100,326.97265625
