gen,usage
0,318.78125
1,318.78125
2,307.14453125
3,307.14453125
4,307.14453125
5,307.14453125
6,307.34375
7,307.34375
8,321.12890625
9,321.12890625
10,321.12890625
11,321.12890625
12,321.12890625
13,321.12890625
14,321.1328125
15,282.62890625
16,282.78515625
17,285.85546875
18,303.5234375
19,290.25390625
20,290.25390625
21,282.125
22,282.125
23,282.125
24,282.125
25,285.1953125
26,282.296875
27,285.1953125
28,320.47265625
29,320.47265625
30,282.125
31,282.125
32,285.1953125
33,285.1953125
34,285.1953125
35,282.296875
36,285.1953125
37,285.1953125
38,285.1953125
39,285.1953125
40,320.47265625
41,320.47265625
42,320.47265625
43,282.125
44,282.125
45,290.25390625
46,290.25390625
47,290.25390625
48,293.234375
49,304.30859375
50,304.30859375
51,304.30859375
52,324.7421875
53,324.7421875
54,324.7421875
55,324.7421875
56,324.7421875
57,324.7421875
58,334.703125
59,334.703125
60,293.234375
61,293.234375
62,293.234375
63,283.12109375
64,286.1875
65,282.609375
66,282.21875
67,284.78125
68,303.59765625
69,284.7890625
70,288.1484375
71,288.1484375
72,288.1484375
73,285.69140625
74,286.23046875
75,286.23046875
76,282.296875
77,282.296875
78,301.171875
79,301.171875
80,301.171875
81,287.17578125
82,288.65234375
83,284.6796875
84,286.0234375
85,286.0234375
86,286.0234375
87,286.171875
88,286.1875
89,286.1875
90,339.08203125
91,339.08203125
92,339.08203125
93,339.08203125
94,339.08203125
95,339.25390625
96,339.25390625
97,325.3515625
98,293.0703125
99,304.62109375
100,305.4140625
