gen,usage
0,381.453125
1,352.07421875
2,352.07421875
3,350.04296875
4,350.04296875
5,379.328125
6,398.171875
7,350.046875
8,379.328125
9,379.328125
10,379.328125
11,379.328125
12,379.328125
13,379.328125
14,379.328125
15,379.328125
16,350.53515625
17,350.53515625
18,379.328125
19,356.50390625
20,356.50390625
21,356.50390625
22,356.50390625
23,350.04296875
24,350.04296875
25,361.42578125
26,361.45703125
27,361.45703125
28,358.23828125
29,358.23828125
30,358.99609375
31,384.8828125
32,405.96484375
33,361.23828125
34,408.0625
35,408.06640625
36,408.06640625
37,408.06640625
38,362.2734375
39,362.2734375
40,372.8203125
41,409.74609375
42,409.74609375
43,409.74609375
44,409.74609375
45,406.1796875
46,406.1796875
47,406.1796875
48,406.1796875
49,406.1796875
50,359.90625
51,366.48046875
52,418.9765625
53,419.29296875
54,419.3125
55,419.3125
56,419.3125
57,419.3125
58,410.5546875
59,410.5546875
60,410.5546875
61,415.90625
62,364.19140625
63,369.0
64,364.9609375
65,385.27734375
66,411.60546875
67,385.27734375
68,385.27734375
69,384.3203125
70,384.68359375
71,392.1875
72,392.1875
73,392.1875
74,392.1875
75,392.1875
76,392.1875
77,392.1875
78,392.1875
79,392.1875
80,392.1875
81,401.6328125
82,401.6328125
83,385.75390625
84,385.875
85,385.875
86,385.875
87,392.5
88,418.76953125
89,418.76953125
90,400.41015625
91,400.41015625
92,400.41015625
93,400.41015625
94,400.41015625
95,400.41015625
96,365.3203125
97,369.4453125
98,369.4453125
99,369.4453125
100,415.3359375
