gen,usage
0,356.90234375
1,306.77734375
2,306.77734375
3,306.77734375
4,306.77734375
5,306.77734375
6,306.77734375
7,321.70703125
8,346.4453125
9,346.4453125
10,346.4453125
11,346.4453125
12,346.4453125
13,346.4453125
14,346.4453125
15,346.4453125
16,346.4453125
17,346.4453125
18,346.4453125
19,346.4453125
20,346.4453125
21,304.01171875
22,304.734375
23,304.734375
24,324.6640625
25,324.6640625
26,324.6640625
27,324.6640625
28,324.6640625
29,324.6640625
30,324.6640625
31,306.77734375
32,324.52734375
33,324.52734375
34,324.52734375
35,324.52734375
36,333.40234375
37,333.40234375
38,333.40234375
39,333.40234375
40,333.40234375
41,333.40234375
42,333.40234375
43,333.40234375
44,333.40234375
45,333.40234375
46,333.40234375
47,333.40234375
48,333.40234375
49,333.40234375
50,333.33984375
51,333.33984375
52,333.33984375
53,333.33984375
54,333.33984375
55,333.33984375
56,333.33984375
57,333.33984375
58,333.40234375
59,328.5703125
60,333.40234375
61,333.40234375
62,333.40234375
63,328.5703125
64,328.5703125
65,328.5703125
66,328.5703125
67,328.5703125
68,333.40234375
69,328.5703125
70,328.5703125
71,328.5703125
72,328.5703125
73,328.5703125
74,328.5703125
75,328.5703125
76,328.57421875
77,328.57421875
78,328.57421875
79,328.578125
80,328.58203125
81,328.5859375
82,328.5859375
83,328.8984375
84,328.8984375
85,328.8984375
86,328.8984375
87,328.8984375
88,328.8984375
89,328.8984375
90,328.8984375
91,328.8984375
92,306.79296875
93,306.79296875
94,324.42578125
95,324.42578125
96,324.42578125
97,324.42578125
98,324.4296875
99,306.796875
100,306.796875
