,run,max,thresh,ops,score,gen
0,40,0.801800751222921,0.7937827437106918,3.0,0.7942321802935011,7
0,7,0.8160905835080363,0.807929677672956,5.0,0.8126816911250874,15
0,30,0.806791142557652,0.7987232311320756,3.0,0.8002921907756815,17
0,39,0.8066810796645703,0.7986142688679245,4.0,0.8095169461914745,9
0,49,0.8115644654088049,0.8034488207547168,3.0,0.8096540880503145,16
0,17,0.8199034765897976,0.8117044418238996,4.0,0.8129074947589098,29
0,25,0.8012465059399021,0.7932340408805031,2.0,0.794011180992313,6
0,12,0.8058516771488471,0.7977931603773586,3.0,0.8040417540181692,10
0,20,0.8155402690426274,0.8073848663522012,3.0,0.8120571278825995,23
0,35,0.8170676100628931,0.8088969339622641,2.0,0.8152389063591894,13
0,2,0.7867094689028653,0.7788423742138366,3.0,0.7810945143256464,5
0,45,0.8207429245283018,0.8125354952830187,4.0,0.8139548392732354,15
0,29,0.8114609538784068,0.8033463443396227,4.0,0.8098397099930119,20
0,1,0.807340146750524,0.7992667452830188,3.0,0.8021955800139763,5
0,36,0.8208294025157233,0.8126211084905661,4.0,0.8127393431167016,17
0,46,0.8114609538784068,0.8033463443396227,4.0,0.8098397099930119,20
0,18,0.8131734800838576,0.805041745283019,2.0,0.8058516771488471,6
0,23,0.8074506464011181,0.7993761399371069,5.0,0.8076056953179596,14
0,8,0.8098567435359888,0.8017581761006289,4.0,0.8026415094339623,16
0,11,0.8109460167714884,0.8028365566037735,3.0,0.806529961565339,18
0,26,0.8150484800838577,0.8068979952830191,3.0,0.8095335429769392,13
0,14,0.7829935359888189,0.7751636006289307,1.0,0.7758984102026555,0
0,43,0.8175829839273236,0.8094071540880504,4.0,0.8167902690426276,22
0,33,0.8161591544374562,0.8079975628930817,6.0,0.8176637840670861,41
0,4,0.8075834206848359,0.7995075864779876,3.0,0.8002506988120196,11
0,28,0.8129655835080364,0.804835927672956,3.0,0.8148174353598883,5
0,44,0.8177109538784068,0.8095338443396227,3.0,0.8113037211740043,35
0,34,0.8102969951083159,0.8021940251572327,4.0,0.8034281097134871,25
0,3,0.794851502445842,0.7869029874213835,2.0,0.7933691474493361,10
0,21,0.8096728686233403,0.8015761399371069,2.0,0.801800751222921,6
0,13,0.7992898322851152,0.7912969339622641,2.0,0.8036600279524808,5
0,24,0.8207429245283018,0.8125354952830187,4.0,0.8128607617051014,17
0,48,0.8142845911949685,0.8061417452830189,6.0,0.8082957721872817,13
0,38,0.8058516771488471,0.7977931603773586,3.0,0.7978603249475891,16
0,16,0.8337115653389239,0.8253744496855346,5.0,0.8274899545772187,48
0,6,0.8055918064290706,0.7975358883647798,3.0,0.797814465408805,14
0,31,0.8179826170510133,0.8098027908805031,3.0,0.8100480433263453,38
0,41,0.8063098357791756,0.7982467374213839,6.0,0.8062233577917539,12
0,32,0.826627358490566,0.8183610849056604,4.0,0.8197811844863733,19
0,5,0.821402428371768,0.8131884040880504,4.0,0.8182892208245981,23
0,42,0.8199436582809225,0.8117442216981133,6.0,0.8136761879804333,32
0,15,0.8091168763102725,0.8010257075471697,5.0,0.8060027952480784,6
0,27,0.8061303284416492,0.7980690251572328,4.0,0.7987285988819007,5
0,9,0.8003664395527602,0.7923627751572326,3.0,0.7940347658979735,8
0,10,0.8174323025856044,0.8092579795597483,5.0,0.811015897973445,41
0,22,0.8195737246680643,0.8113779874213837,5.0,0.8113797169811321,21
0,47,0.8138045946890287,0.8056665487421384,5.0,0.8117789133473096,24
0,0,0.8189085429769392,0.8107194575471698,4.0,0.8111879804332635,10
0,37,0.8050593990216631,0.7970088050314464,4.0,0.7982079839273235,14
0,19,0.8037120020964361,0.7956748820754718,3.0,0.7967732354996506,7
