,run,max,thresh,ops,score,gen
0,24,0.9837773608505316,0.9739395872420262,3.0,0.9788383364602876,2
0,5,0.9874984365228268,0.9776234521575985,2.0,0.9799968730456536,2
0,17,0.9912500000000002,0.9813375000000002,3.0,0.9861858974358976,4
0,39,0.9849648217636024,0.9751151735459664,2.0,0.9824648217636024,3
0,31,0.9810819262038776,0.9712711069418388,2.0,0.9747967479674796,0
0,36,0.9875883364602878,0.9777124530956849,2.0,0.9850562851782364,2
0,18,0.962583646028768,0.9529578095684803,3.0,0.982402282676673,4
0,10,0.9899968730456538,0.9800969043151972,3.0,0.9849968730456536,3
0,2,0.978714821763602,0.968927673545966,2.0,0.974932770481551,2
0,23,0.9862054291450956,0.9763433748536446,2.0,0.9837038656679222,5
0,26,0.98625,0.9763875,2.0,0.98125,0
0,7,0.98125,0.9714375,2.0,0.98125,5
0,15,0.9863047217010632,0.9764416744840526,2.0,0.98380315822389,2
0,33,0.9836827704815512,0.9738459427767356,2.0,0.9836843339587242,4
0,34,0.98875,0.9788625,3.0,0.9824679487179486,1
0,12,0.9837163852407756,0.9738792213883679,2.0,0.9774953095684802,0
0,29,0.988780487804878,0.9788926829268293,2.0,0.9825609756097562,2
0,0,0.9850867729831144,0.9752359052532833,3.0,0.977801751094434,3
0,21,0.98875,0.9788625,2.0,0.9875,2
0,8,0.984804565353346,0.9749565196998126,4.0,0.9759857723577238,4
0,20,0.8959396497811133,0.8869802532833021,3.0,0.9787773608505316,1
0,9,0.9862499999999998,0.9763874999999999,2.0,0.98,2
0,28,0.9899312070043778,0.980031894934334,3.0,0.9887742338961852,4
0,1,0.98875,0.9788625,2.0,0.9875,3
0,13,0.9852899133386938,0.9754370142053068,2.0,0.9840076269472932,4
0,35,0.9850257973733584,0.9751755393996248,3.0,0.9813352095059412,5
0,32,0.9876188242651658,0.9777426360225141,2.0,0.9851188242651656,6
0,14,0.9875,0.9776250000000001,3.0,0.9812179487179488,10
0,6,0.985,0.97515,3.0,0.97625,11
0,27,0.9850578486554096,0.9752072701688554,3.0,0.9800257973733584,6
0,22,0.9838103702031816,0.9739722665011498,3.0,0.9751685734034898,2
0,3,0.9873686679174484,0.9774949812382738,2.0,0.9873686679174484,3
0,11,0.9761701392317568,0.9664084378394392,3.0,0.973606036667654,8
0,37,0.9850883364602876,0.9752374530956847,2.0,0.9788688242651656,2
0,19,0.9541064727954972,0.9445654080675422,2.0,0.9802118511569732,5
0,30,0.9763000312695436,0.9665370309568482,2.0,0.985054721701063,2
0,16,0.981211694809256,0.9713995778611634,3.0,0.972522670419012,1
0,38,0.9886491557223264,0.978762664165103,2.0,0.9797693871169482,3
0,4,0.9901433931921736,0.9802419592602518,2.0,0.9825330211081176,2
0,25,0.9913383364602876,0.9814249530956847,2.0,0.9875835225963596,3
