,run,max,thresh,ops,score,gen
0,27,1.0,0.99,5.0,0.9949343339587242,9
0,2,0.9974679487179486,0.9874932692307692,2.0,0.9887148217636024,10
0,14,0.99875,0.9887625,3.0,0.99625,7
0,32,0.9987179487179488,0.9887307692307693,3.0,0.9987179487179488,11
0,35,0.996310975609756,0.9863478658536584,3.0,0.9938719512195122,16
0,13,0.9975304878048782,0.9875551829268294,4.0,0.99875,16
0,28,0.9987179487179488,0.9887307692307693,4.0,0.9987179487179488,7
0,5,0.9974984365228268,0.9875234521575985,4.0,0.998780487804878,17
0,20,0.9127071607254532,0.9035800891181986,2.0,0.908711694809256,12
0,0,0.96375,0.9541125,2.0,0.9575594121325828,9
0,25,0.993810975609756,0.9838728658536584,5.0,0.990091463414634,11
0,8,0.986310975609756,0.9764478658536584,4.0,0.988780487804878,12
0,16,1.0,0.99,2.0,1.0,11
0,38,0.99625,0.9862875,4.0,0.990028924327705,13
0,30,0.9449687304565352,0.9355190431519698,3.0,0.9399335522201374,11
0,37,0.997530487804878,0.9875551829268292,2.0,0.9925273608505316,16
0,19,1.0,0.99,3.0,1.0,13
0,11,0.9887468730456536,0.978859404315197,5.0,0.9862789243277048,12
0,22,0.998780487804878,0.9887926829268293,3.0,0.997464698331194,11
0,7,0.966278924327705,0.956616135084428,2.0,0.9738383364602876,8
0,23,0.998780487804878,0.9887926829268293,2.0,0.9936522826766728,6
0,6,0.9912500000000002,0.9813375000000002,4.0,0.985,12
0,10,0.98875,0.9788625,4.0,0.98875,19
0,36,0.9975,0.9875250000000001,4.0,0.988809412132583,10
0,18,1.0,0.99,2.0,0.99875,8
0,31,0.99875,0.9887625,3.0,0.9887757973733584,8
0,17,0.9987179487179488,0.9887307692307693,2.0,0.9962789243277048,6
0,39,0.9002626641651033,0.8912600375234522,2.0,0.8916361788617888,11
0,9,0.9249718574108816,0.9157221388367728,3.0,0.923407598499062,9
0,1,0.9987179487179488,0.9887307692307693,3.0,0.9987179487179488,18
0,24,0.9937773608505316,0.9838395872420262,3.0,0.9962789243277048,17
0,4,0.9975000000000002,0.9875250000000002,3.0,0.9888109756097562,9
0,21,1.0,0.99,3.0,1.0,13
0,29,0.9949679487179486,0.9850182692307691,3.0,0.991184333958724,18
0,12,0.99875,0.9887625,3.0,0.9912773608505316,10
0,34,0.9912179487179488,0.9813057692307693,3.0,0.9912179487179488,12
0,33,0.9987179487179488,0.9887307692307693,4.0,0.9987179487179488,14
0,15,0.9937484365228269,0.9838109521575986,4.0,0.9975,15
0,26,1.0,0.99,3.0,1.0,5
0,3,0.9987179487179488,0.9887307692307693,4.0,0.9936813186813186,12
