,run,max,thresh,ops,score,gen
0,29,0.988778924327705,0.9788911350844279,2.0,0.978900875547217,3
0,21,0.9849007191994998,0.9750517120075048,3.0,0.981432926829268,6
0,7,0.9875914634146342,0.9777155487804878,4.0,0.986341463414634,18
0,34,0.9912148217636024,0.9813026735459663,2.0,0.9899953095684804,4
0,12,0.97375,0.9640125,4.0,0.97625,3
0,15,0.991280487804878,0.9813676829268292,3.0,0.9849327704815508,4
0,33,0.9600000000000002,0.9504000000000001,2.0,0.97,11
0,0,0.9853278834986152,0.975474604663629,3.0,0.9805123738050568,11
0,26,0.991182770481551,0.9812709427767355,2.0,0.985149312070044,4
0,8,0.9860897435897436,0.9762288461538461,3.0,0.9860897435897436,4
0,23,0.9900273608505316,0.9801270872420262,2.0,0.9851524390243902,2
0,5,0.98875,0.9788625,2.0,0.9825000000000002,3
0,36,0.9923027550113558,0.9823797274612422,2.0,0.9871120107962212,1
0,18,0.9875609756097562,0.9776853658536586,3.0,0.9800883364602876,3
0,10,0.9838367729831144,0.9739984052532833,2.0,0.9787116948092558,9
0,17,0.971182770481551,0.9614709427767355,3.0,0.9625898999374608,8
0,39,0.9912804878048782,0.9813676829268294,4.0,0.993780487804878,6
0,31,0.985,0.97515,2.0,0.9775,6
0,2,0.9398960287679798,0.9304970684803,2.0,0.9325179799874922,9
0,24,0.98875,0.9788625,3.0,0.98,4
0,3,0.99125,0.9813375,2.0,0.983780487804878,0
0,25,0.976274233896185,0.966511491557223,2.0,0.9723366166353972,5
0,30,0.9872115384615384,0.977339423076923,3.0,0.982522670419012,5
0,16,0.98625,0.9763875,4.0,0.985,4
0,38,0.97375,0.9640125,5.0,0.978653846153846,6
0,11,0.9852134146341462,0.9753612804878048,2.0,0.9852134146341462,8
0,37,0.97,0.9602999999999999,2.0,0.97375,3
0,19,0.9811787912558132,0.9713670033432551,3.0,0.9720982804102188,4
0,22,0.990120387742339,0.9802191838649156,3.0,0.9837421826141336,3
0,4,0.9925,0.9825750000000001,2.0,0.98625,3
0,9,0.9851493120700436,0.9752978189493432,3.0,0.9776477485928708,3
0,1,0.9860561288305192,0.976195567542214,2.0,0.9811475922451534,5
0,27,0.976272670419012,0.9665099437148219,2.0,0.98130315822389,3
0,32,0.9899218026304034,0.9800225846040994,3.0,0.9861332505748426,1
0,14,0.9838094121325828,0.9739713180112569,3.0,0.9850289243277048,9
0,13,0.980059412132583,0.9702588180112571,2.0,0.9725883364602878,14
0,35,0.99125,0.9813375,3.0,0.99,5
0,20,0.9924022826766732,0.9824782598499064,4.0,0.9826782363977488,10
0,6,0.9873702313946215,0.9774965290806753,2.0,0.981211694809256,2
0,28,0.991182770481551,0.9812709427767355,3.0,0.991182770481551,7
