,run,max,thresh,ops,score,gen
0,14,0.9924679487179487,0.9825432692307693,3.0,0.9862179487179488,19
0,32,0.99875,0.9887625,2.0,0.99,7
0,27,0.9824921826141338,0.9726672607879925,3.0,0.9937468730456536,6
0,5,0.99875,0.9887625,2.0,0.9901219512195124,9
0,2,0.9963079603323508,0.9863448807290273,2.0,0.9887069926222688,2
0,28,0.9675867729831148,0.9579109052532836,3.0,0.993810975609756,6
0,20,0.992530487804878,0.9826051829268292,4.0,0.9924358974358976,13
0,35,1.0,0.99,3.0,1.0,10
0,13,0.997530487804878,0.9875551829268292,2.0,0.988743746091307,8
0,38,0.99625,0.9862875,3.0,0.9899984365228268,9
0,16,1.0,0.99,3.0,0.9975,2
0,30,1.0,0.99,2.0,1.0,5
0,25,1.0,0.99,2.0,1.0,7
0,7,1.0,0.99,3.0,1.0,5
0,0,0.9937773608505316,0.9838395872420262,3.0,0.9900578486554096,5
0,8,0.9038854171074966,0.8948465629364216,3.0,0.9365399897492324,3
0,22,1.0,0.99,2.0,1.0,12
0,19,0.9925,0.9825750000000001,2.0,0.9837500000000002,13
0,37,0.9301461851156974,0.9208447232645404,3.0,0.9374890556597876,10
0,11,0.9837500000000002,0.9739125000000002,3.0,0.99875,11
0,10,1.0,0.99,3.0,1.0,10
0,18,0.9489720137585992,0.9394822936210132,5.0,0.9414047842401502,9
0,36,0.8845333020637899,0.8756879690431519,3.0,0.8809005628517823,3
0,9,0.9738993120700437,0.9641603189493432,3.0,0.9650242338961852,3
0,23,0.9813094121325828,0.971496318011257,3.0,1.0,7
0,1,1.0,0.99,2.0,1.0,9
0,6,0.991213258286429,0.9813011257035648,3.0,0.9937148217636024,4
0,24,1.0,0.99,4.0,1.0,18
0,31,1.0,0.99,2.0,1.0,18
0,39,0.9400500312695436,0.9306495309568481,4.0,0.9400500312695436,7
0,17,0.9951219512195122,0.9851707317073171,2.0,0.9912789243277048,3
0,12,0.99875,0.9887625,5.0,1.0,8
0,34,0.9974679487179487,0.9874932692307693,2.0,0.9899632582864292,2
0,21,0.9787163852407754,0.9689292213883677,2.0,0.9712484365228268,16
0,3,0.8997584427767353,0.890760858348968,3.0,0.8924781113195748,5
0,29,0.99,0.9801,2.0,0.9811858974358976,6
0,4,1.0,0.99,2.0,1.0,15
0,26,1.0,0.99,3.0,0.9962789243277048,7
0,33,0.9848686679174484,0.9750199812382739,3.0,0.9823061288305192,3
0,15,0.941060037523452,0.9316494371482175,3.0,0.9398405253283302,2
