,run,max,thresh,ops,score,gen
0,19,0.9875289243277048,0.9776536350844277,3.0,0.9814024390243904,7
0,37,0.995,0.98505,3.0,0.98875,6
0,11,0.991153846153846,0.9812423076923076,4.0,0.981272670419012,5
0,7,0.9925,0.9825750000000001,4.0,0.9836858974358976,5
0,22,0.9835834896810508,0.9737476547842403,2.0,0.981207004377736,7
0,25,0.99375,0.9838125,9.0,0.98625,16
0,0,0.9912179487179488,0.9813057692307693,4.0,0.9825289243277048,5
0,8,0.99625,0.9862875,3.0,0.9873717948717948,9
0,38,0.9949663852407754,0.9850167213883676,2.0,0.9874616948092558,1
0,16,0.9949358974358974,0.9849865384615384,4.0,0.9874343339587242,10
0,30,0.9899663852407756,0.9800667213883678,3.0,0.9874679487179489,13
0,35,0.9824968730456536,0.972671904315197,3.0,0.9912804878048782,14
0,13,0.9862789243277048,0.9764161350844277,3.0,0.988841463414634,14
0,28,0.993780487804878,0.9838426829268293,3.0,0.9849984365228268,11
0,5,0.9800547217010632,0.9702541744840526,3.0,0.9713656973108192,10
0,20,0.9938094121325828,0.9838713180112569,2.0,0.988682770481551,10
0,27,0.9935222672064776,0.9835870445344128,3.0,0.9912375921040876,1
0,2,0.9912789243277048,0.9813661350844277,2.0,0.9861827704815512,13
0,14,0.9936858974358976,0.9837490384615386,4.0,0.9851829268292682,11
0,32,0.968742182614134,0.9590547607879927,5.0,0.9598608505315822,15
0,33,0.993642643193349,0.9837062167614156,5.0,0.9911701157208216,7
0,15,0.9924663852407756,0.9825417213883678,4.0,0.9886522826766728,11
0,26,0.991121794871795,0.981210576923077,4.0,0.9850257973733584,9
0,3,0.99125,0.9813375,3.0,0.98625,8
0,4,0.99375,0.9838125,3.0,0.988780487804878,10
0,21,0.9914008755472172,0.981486866791745,3.0,0.982771263289556,11
0,29,0.9636507191994996,0.9540142120075046,3.0,0.9611507191995,4
0,12,0.99125,0.9813375,3.0,0.990030487804878,11
0,34,0.9925,0.9825750000000001,3.0,0.98375,9
0,31,0.9912804878048782,0.9813676829268294,2.0,0.986339899937461,11
0,39,0.9926829268292684,0.9827560975609757,3.0,0.9886491557223264,9
0,17,0.9937148217636024,0.9837776735459663,4.0,0.9936522826766728,12
0,9,0.9837132582864292,0.9738761257035649,3.0,0.9761475922451532,12
0,24,0.9885897435897436,0.9787038461538462,3.0,0.9822435897435896,5
0,1,0.993810975609756,0.9838728658536584,2.0,0.9899953095684804,13
0,6,0.9813961851156974,0.9715822232645404,2.0,0.9765806754221388,8
0,23,0.9912500000000002,0.9813375000000002,2.0,0.9912500000000002,16
0,10,0.9925,0.9825750000000001,3.0,0.98875,5
0,18,0.9850594121325832,0.9752088180112574,4.0,0.9775289243277048,13
0,36,0.990091463414634,0.9801905487804877,3.0,0.9887484365228268,8
