,run,max,thresh,ops,score,gen
0,21,0.99625,0.9862875,2.0,0.99625,2
0,29,0.9974358974358974,0.9874615384615385,3.0,0.9950289243277048,3
0,12,0.99625,0.9862875,2.0,0.99625,3
0,6,0.99625,0.9862875,2.0,0.99625,1
0,34,0.99625,0.9862875,2.0,0.99,1
0,33,0.9975609756097562,0.9875853658536586,2.0,0.9949968730456537,3
0,1,0.9089330972835464,0.899843766310711,2.0,0.9950549450549452,1
0,15,0.98875,0.9788625,2.0,0.995,4
0,9,0.994895893580104,0.9849469346443029,3.0,0.988735793517565,1
0,26,0.99875,0.9887625,2.0,0.99875,2
0,23,0.9035709818636648,0.8945352720450281,2.0,0.995030487804878,1
0,10,0.998780487804878,0.9887926829268293,4.0,0.9975304878048782,5
0,36,0.9962789243277048,0.9863161350844277,2.0,0.9924953095684804,2
0,4,0.9975,0.9875250000000001,2.0,0.9912500000000002,3
0,18,0.99625,0.9862875,2.0,0.99625,2
0,3,0.9974679487179487,0.9874932692307693,2.0,0.9974679487179487,0
0,31,0.9962484365228268,0.9862859521575985,2.0,0.9912453095684804,3
0,17,0.9962484365228268,0.9862859521575985,2.0,0.9962179487179488,2
0,39,0.9987179487179488,0.9887307692307693,5.0,0.9899937460913072,8
0,24,0.8945281825577076,0.8855829007321305,2.0,0.9936763813849824,1
0,25,0.9713383364602876,0.9616249530956846,2.0,0.99375,3
0,16,0.99625,0.9862875,2.0,0.99125,6
0,38,0.99375,0.9838125,3.0,0.99375,2
0,30,0.9975,0.9875250000000001,2.0,0.9975,18
0,2,0.998780487804878,0.9887926829268293,2.0,0.9898061288305192,0
0,5,0.956213258286429,0.9466511257035647,2.0,0.99875,1
0,37,0.9975,0.9875250000000001,2.0,0.99375,4
0,19,0.995030487804878,0.9850801829268292,5.0,0.9875289243277048,9
0,11,0.9987179487179488,0.9887307692307693,2.0,0.9924984365228268,2
0,22,0.9788383364602876,0.9690499530956848,2.0,0.9937789243277048,0
0,27,0.9974679487179487,0.9874932692307693,3.0,0.9924968730456536,8
0,14,0.9974984365228268,0.9875234521575985,2.0,0.9886491557223264,2
0,8,0.995,0.98505,2.0,0.995,3
0,0,0.9975000000000002,0.9875250000000002,2.0,0.9974679487179486,3
0,32,0.9987179487179488,0.9887307692307693,3.0,0.9949343339587242,6
0,35,0.9975,0.9875250000000001,2.0,0.9937163852407755,3
0,7,0.9962484365228268,0.9862859521575985,2.0,0.9962484365228268,2
0,13,0.9962484365228268,0.9862859521575985,2.0,0.9949984365228268,2
0,28,0.9975,0.9875250000000001,3.0,0.99375,6
0,20,0.9974679487179486,0.9874932692307692,2.0,0.9949663852407754,1
