,run,max,thresh,ops,score,gen
0,28,0.9812695434646654,0.9714568480300187,3.0,0.9737023139462164,6
0,3,0.9738062851782364,0.9640682223264541,3.0,0.989871794871795,3
0,20,0.9312812695434646,0.92196845684803,5.0,0.9674554409005628,9
0,35,0.9924358974358976,0.9825115384615386,3.0,0.9912163852407756,5
0,13,0.9675,0.957825,5.0,0.9875000000000002,7
0,14,0.9875242338961852,0.9776489915572233,3.0,0.9836780800500314,9
0,32,0.98375,0.9739125,2.0,0.98375,4
0,27,0.992560975609756,0.9826353658536584,3.0,0.992560975609756,6
0,4,0.9901524390243904,0.9802509146341465,3.0,0.9901524390243904,8
0,9,0.98625,0.9763875,2.0,0.977620387742339,3
0,1,0.9900562851782364,0.980155722326454,3.0,0.9837085678549096,5
0,22,0.9862773608505316,0.9764145872420263,2.0,0.9787453095684804,6
0,19,0.9924648217636024,0.9825401735459663,3.0,0.9849296435272048,6
0,37,0.9251399312070044,0.9158885318949344,4.0,0.9488047217010632,10
0,11,0.9900883364602876,0.9801874530956847,3.0,0.981211694809256,5
0,38,0.98875,0.9788625,3.0,0.985,3
0,16,0.9412218574108816,0.9318096388367728,3.0,0.9474444965603503,14
0,30,0.9699616948092558,0.9602620778611632,3.0,0.9650242338961852,12
0,25,0.9899679487179488,0.9800682692307693,2.0,0.9874663852407756,3
0,6,0.9912500000000002,0.9813375000000002,2.0,0.9912500000000002,6
0,24,0.9775578486554096,0.9677822701688555,3.0,0.9786507191994998,10
0,7,0.99125,0.9813375,2.0,0.985,6
0,31,0.992621951219512,0.9826957317073169,4.0,0.9913703877423392,10
0,39,0.99625,0.9862875,2.0,0.9887179487179488,9
0,17,0.9838688242651656,0.974030136022514,3.0,0.9900257973733584,6
0,10,0.9875,0.9776250000000001,2.0,0.99125,4
0,18,0.992530487804878,0.9826051829268292,3.0,0.9899679487179488,3
0,36,0.9823927783812252,0.9725688505974129,3.0,0.9784746810741676,3
0,0,0.979963258286429,0.9701636257035647,3.0,0.9736780800500312,3
0,23,0.9812179487179488,0.9714057692307693,3.0,0.9786858974358974,3
0,8,0.99375,0.9838125,4.0,0.9874358974358974,15
0,26,0.8911812070043776,0.8822693949343339,2.0,0.8887453095684803,2
0,5,0.9899984365228268,0.9800984521575985,2.0,0.9899984365228268,2
0,33,0.9823991557223264,0.9725751641651031,3.0,0.9774601313320824,2
0,15,0.969788918826146,0.9600910296378846,3.0,0.9637402605952028,2
0,12,0.992711962833914,0.9827848432055749,2.0,0.992711962833914,5
0,34,0.98875,0.9788625,4.0,0.98125,3
0,2,0.9912804878048782,0.9813676829268294,3.0,0.9912804878048782,3
0,21,0.9863688242651656,0.9765051360225139,3.0,0.9849022826766728,3
0,29,0.9801829268292682,0.9703810975609756,3.0,0.9851524390243902,3
