,run,max,thresh,ops,score,gen
0,5,0.995,0.98505,2.0,0.9900609756097564,12
0,28,0.996310975609756,0.9863478658536584,2.0,0.9912163852407756,9
0,20,0.9949679487179488,0.9850182692307693,3.0,0.9949679487179488,10
0,35,0.99625,0.9862875,3.0,0.995,9
0,13,0.99625,0.9862875,3.0,0.9962179487179488,13
0,14,0.9949343339587242,0.9849849906191369,3.0,0.9912757973733584,14
0,32,0.9634873358348968,0.9538524624765478,4.0,0.9624296435272044,17
0,27,0.995030487804878,0.9850801829268292,3.0,0.9886858974358974,15
0,2,0.9949679487179488,0.9850182692307693,3.0,0.98625,11
0,7,0.9962179487179488,0.9862557692307693,3.0,0.991278924327705,7
0,22,0.9975,0.9875250000000001,4.0,0.9949679487179488,6
0,19,0.9975,0.9875250000000001,3.0,0.9975,5
0,37,0.9910110642459808,0.981100953603521,2.0,0.9825280838117808,11
0,11,0.993684333958724,0.9837474906191368,2.0,0.9873686679174484,6
0,38,0.99625,0.9862875,3.0,0.99625,10
0,16,0.9975304878048782,0.9875551829268294,3.0,0.995030487804878,13
0,30,0.9975,0.9875250000000001,3.0,0.9924358974358972,2
0,25,0.993780487804878,0.9838426829268293,4.0,0.992591463414634,10
0,8,0.995,0.98505,2.0,0.9874679487179489,5
0,0,0.9524953095684804,0.9429703564727956,2.0,0.95875,15
0,1,0.995030487804878,0.9850801829268292,4.0,0.9924358974358976,10
0,24,0.99875,0.9887625,2.0,0.9912179487179488,3
0,9,0.99625,0.9862875,4.0,0.992403846153846,12
0,31,0.9976190476190476,0.9876428571428572,2.0,0.9964285714285716,1
0,39,0.99375,0.9838125,6.0,0.985,11
0,17,0.995,0.98505,5.0,0.98625,13
0,10,0.9901478602698116,0.9802463816671135,3.0,0.986364245510587,11
0,18,0.990030487804878,0.9801301829268292,2.0,0.9924679487179487,12
0,36,0.958841463414634,0.9492530487804877,3.0,0.9574648217636024,13
0,23,0.996310975609756,0.9863478658536584,2.0,0.996310975609756,14
0,6,0.9987179487179488,0.9887307692307693,4.0,0.9924358974358976,6
0,3,0.995,0.98505,2.0,0.9925,12
0,26,0.996280487804878,0.9863176829268292,3.0,0.9937484365228269,9
0,33,0.9961858974358974,0.9862240384615384,3.0,0.9961858974358974,12
0,15,0.9950289243277048,0.9850786350844278,3.0,0.9886522826766728,14
0,12,0.9949984365228268,0.9850484521575985,3.0,0.9925273608505316,9
0,34,0.9962179487179488,0.9862557692307693,3.0,0.9899984365228268,10
0,21,0.9900424137266242,0.9801419895893579,6.0,0.9849092713020828,12
0,4,0.9975,0.9875250000000001,3.0,0.9900289243277048,10
0,29,0.99625,0.9862875,2.0,0.991341463414634,8
