,run,max,thresh,ops,score,gen
0,31,0.991213258286429,0.9813011257035648,2.0,0.988713258286429,3
0,39,0.986316635867342,0.9764534695086685,3.0,0.9850055485806448,7
0,17,0.9887468730456536,0.978859404315197,2.0,0.9849343339587244,4
0,8,0.9624906191369604,0.9528657129455909,2.0,0.95364602876798,2
0,24,0.9925,0.9825750000000001,2.0,0.99,2
0,0,0.98625,0.9763875,2.0,0.98125,3
0,7,0.9836507191994996,0.9738142120075046,2.0,0.978743746091307,3
0,23,0.9874586795318504,0.9775840927365319,3.0,0.9836125256856963,2
0,10,0.974961694809256,0.9652120778611634,2.0,0.9674585678549096,6
0,18,0.9875547217010632,0.9776791744840525,2.0,0.9783927454659164,2
0,36,0.98625,0.9763875,2.0,0.98,2
0,33,0.986330507318954,0.9764672022457644,2.0,0.987550019514076,3
0,15,0.9900000000000002,0.9801000000000002,2.0,0.9849984365228268,2
0,2,0.9875289243277048,0.9776536350844277,2.0,0.9850289243277052,5
0,26,0.9887163852407757,0.9788292213883679,2.0,0.9799343339587242,2
0,21,0.961515009380863,0.9518998592870543,2.0,0.9823991557223264,6
0,5,0.9862679682320248,0.9764052885497045,2.0,0.9836701274762892,7
0,29,0.9912500000000002,0.9813375000000002,2.0,0.98625,6
0,12,0.9875304878048782,0.9776551829268294,2.0,0.986280487804878,3
0,34,0.9912148217636024,0.9813026735459663,3.0,0.9848671044402753,2
0,35,0.9875289243277048,0.9776536350844277,2.0,0.9800273608505314,2
0,13,0.9874296435272044,0.9775553470919324,3.0,0.9786749530956848,2
0,28,0.9887163852407754,0.9788292213883677,2.0,0.984934333958724,3
0,20,0.9861843339587242,0.9763224906191369,2.0,0.9836827704815508,3
0,4,0.9862421826141338,0.9763797607879924,3.0,0.9801766729205754,5
0,3,0.9888062851782364,0.9789182223264541,2.0,0.9838047217010631,0
0,27,0.9785561288305192,0.968770567542214,2.0,0.9848702313946216,5
0,14,0.992394330102931,0.9824703868019017,2.0,0.9849521787583406,4
0,32,0.9887773608505316,0.9788895872420262,3.0,0.9848686679174484,2
0,19,0.9924984365228268,0.9825734521575985,3.0,0.9937484365228269,3
0,37,0.986242182614134,0.9763797607879926,2.0,0.9824585678549094,2
0,11,0.9874616948092558,0.9775870778611633,2.0,0.9800195434646656,1
0,6,0.9912132582864293,0.981301125703565,2.0,0.9912757973733584,2
0,22,0.987530487804878,0.9776551829268292,2.0,0.9787484365228268,2
0,25,0.9536929330831772,0.9441560037523453,3.0,0.9676094434021264,8
0,1,0.9888367729831146,0.9789484052532834,2.0,0.9825515947467168,1
0,9,0.988731091330578,0.9788437804172723,2.0,0.9860995123832094,4
0,38,0.9887789243277048,0.9788911350844277,2.0,0.9912484365228268,7
0,16,0.9549984365228268,0.9454484521575985,2.0,0.98875,2
0,30,0.8484568480300186,0.8399722795497184,2.0,0.8424249530956848,3
