gen,usage
0,483.31640625
1,483.31640625
2,483.31640625
3,483.31640625
4,483.31640625
5,483.31640625
6,483.31640625
7,483.31640625
8,483.31640625
9,483.31640625
10,483.31640625
11,483.31640625
12,483.31640625
13,483.31640625
14,483.31640625
15,483.31640625
16,483.31640625
17,483.31640625
18,521.7890625
19,521.7890625
