gen,time
0,76.03011465072632
1,103.46196007728577
2,55.71366763114929
3,487.28867745399475
4,90.21579957008362
5,525.1566395759583
6,104.74225664138794
7,136.4250373840332
8,112.16296458244324
9,104.05390620231628
10,112.99487519264221
11,123.20698046684265
12,98.783611536026
13,123.83513069152832
14,121.34187722206116
15,156.8859236240387
16,180.15867471694946
17,141.7165937423706
18,321.88034224510193
19,352.29683351516724
